,V1,V2,V3,V4,V7,V8
V1,0.0,-25.71823302951631,-24.04296441483357,-24.73938732045734,-24.981209414586417,-25.32449882734593
V2,34.622538044545436,0.0,2.2552891281495957,1.3177469370753048,0.9921998964062713,0.5300549761112004
V3,31.653373817986246,-2.2055476517436623,0.0,-0.9168642512949459,-1.2352311968531824,-1.6871832907110325
V4,32.87162625927174,-1.3006082121957454,0.9253484403443788,0.0,-0.3213129491235317,-0.7774471746329993
V7,33.29993621550557,-0.9824520085947528,1.250679986215718,0.3223486972290597,0.0,-0.4576045682430132
V8,33.91272697158634,-0.5272602071461681,1.7161376788746008,0.783538774699051,0.4597082140310075,0.0
