,V1,V2,V3,V4,V7,V8
V1,0.0,-31.273761283341216,-34.57821719713907,-36.04574195221025,-34.02967045770856,-36.961767254278485
V2,45.50483464150449,0.0,-4.808143113172987,-6.943462581362445,-4.00998108703326,-8.276323682411173
V3,52.8542875411016,5.051002544145511,0.0,-2.2431745088533415,0.8384772103864473,-3.643358458025967
V4,56.36175456101,7.461552701155839,2.2946474556464547,0.0,3.15236476200721,-1.4323132345366851
V7,51.58329614814679,4.177497965355204,-0.8315052285419513,-3.056027624068857,0.0,-4.444568970494908
V8,58.63388874394979,9.023105063685847,3.7811181457988856,1.4531265585493551,4.651299170135643,0.0
