variant,building_id,weather_key,seed,sample_id,run_dir,timeseries_csv,n_total_zones,n_residential_zones,annual_heat_demand_kWh,peak_heat_demand_kW,peak_timestamp,peak_zone_heat_demand_kW,peak_zone_number,peak_zone_name,overheating_threshold_C,overheating_hours_mean_zone,overheating_hours_max_zone,overheated_zone_number,overheated_zone_name,mean_indoor_temp_C
V1,DESHPDHK0000lce9_1,TRY_B,2,17,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0017\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0017\seed_2\timeseries.csv,1,1,170922484.4000888,60196.91015625,2021-01-01T04:00:00,60196.91015625,1,ThermalZone,26.0,13.0,13.0,1,ThermalZone,21.215024409464505
V1,DESHPDHK0000lce9_1,TRY_B,3,17,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0017\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0017\seed_3\timeseries.csv,1,1,170466714.97076988,60332.1015625,2021-01-01T04:00:00,60332.1015625,1,ThermalZone,26.0,9.0,9.0,1,ThermalZone,21.21215125315676
V1,DESHPDHK0000lce9_1,TRY_B,1,18,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0018\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0018\seed_1\timeseries.csv,1,1,182285532.9080639,61597.22265625,2021-01-01T04:00:00,61597.22265625,1,ThermalZone,26.0,6.0,6.0,1,ThermalZone,21.28837937023146
V1,DESHPDHK0000lce9_1,TRY_B,2,18,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0018\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0018\seed_2\timeseries.csv,1,1,178372190.86738014,61445.02734375,2021-01-01T04:00:00,61445.02734375,1,ThermalZone,26.0,8.0,8.0,1,ThermalZone,21.302936066896503
V1,DESHPDHK0000lce9_1,TRY_B,3,18,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0018\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V1\DESHPDHK0000lce9_1\TRY_B\sample_0018\seed_3\timeseries.csv,1,1,178007687.94302917,61571.98046875,2021-01-01T04:00:00,61571.98046875,1,ThermalZone,26.0,7.0,7.0,1,ThermalZone,21.300155529226448
V2,DESHPDHK0000lce9_2,TRY_A,1,2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0002\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0002\seed_1\timeseries.csv,6,5,85018794.20716894,45185.8837890625,2021-11-22T05:00:00,10488.6787109375,6,Storey_5_Zone_2,26.0,1942.6000000000001,2107.0,5,Storey_4_Zone_2,23.0103726534522
V2,DESHPDHK0000lce9_2,TRY_A,2,2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0002\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0002\seed_2\timeseries.csv,6,5,81226741.9795556,44264.38134765625,2021-12-21T04:00:00,10689.7021484375,6,Storey_5_Zone_2,26.0,1970.8000000000002,2173.0,4,Storey_3_Zone_2,23.052845721489216
V2,DESHPDHK0000lce9_2,TRY_A,3,2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0002\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0002\seed_3\timeseries.csv,6,5,81329014.79028168,44333.5,2021-12-21T04:00:00,10432.6875,6,Storey_5_Zone_2,26.0,1958.8,2143.0,4,Storey_3_Zone_2,23.04270106127188
V2,DESHPDHK0000lce9_2,TRY_A,1,4,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0004\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0004\seed_1\timeseries.csv,6,5,112862190.90195644,51847.8017578125,2021-11-22T05:00:00,14033.32421875,6,Storey_5_Zone_2,26.0,1759.6000000000001,2187.0,5,Storey_4_Zone_2,23.395398726701185
V2,DESHPDHK0000lce9_2,TRY_A,2,4,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0004\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0004\seed_2\timeseries.csv,6,5,109481658.78518343,50527.828125,2021-12-21T04:00:00,14208.1103515625,6,Storey_5_Zone_2,26.0,1799.8000000000002,2244.0,3,Storey_2_Zone_2,23.430978816084355
V2,DESHPDHK0000lce9_2,TRY_A,3,4,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0004\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0004\seed_3\timeseries.csv,6,5,108897358.29069865,50518.0966796875,2021-12-21T04:00:00,13991.39453125,6,Storey_5_Zone_2,26.0,1772.8,2202.0,3,Storey_2_Zone_2,23.40892983976396
V2,DESHPDHK0000lce9_2,TRY_A,1,5,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0005\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0005\seed_1\timeseries.csv,6,5,104358245.57104844,51470.1142578125,2021-11-22T05:00:00,13603.7314453125,6,Storey_5_Zone_2,26.0,2022.0,2351.0,5,Storey_4_Zone_2,23.70536743693533
V2,DESHPDHK0000lce9_2,TRY_A,2,5,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0005\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0005\seed_2\timeseries.csv,6,5,101003280.5288527,49359.3623046875,2021-12-21T04:00:00,13798.1044921875,6,Storey_5_Zone_2,26.0,2047.8,2390.0,5,Storey_4_Zone_2,23.73770386341325
V2,DESHPDHK0000lce9_2,TRY_A,3,5,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0005\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0005\seed_3\timeseries.csv,6,5,100135330.02149558,49477.63525390625,2021-12-21T04:00:00,13562.9443359375,6,Storey_5_Zone_2,26.0,2019.0,2345.0,4,Storey_3_Zone_2,23.7127752761484
V2,DESHPDHK0000lce9_2,TRY_A,1,6,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0006\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0006\seed_1\timeseries.csv,6,5,119982339.42777815,52480.3681640625,2021-11-22T05:00:00,13060.177734375,6,Storey_5_Zone_2,26.0,1763.6000000000001,2051.0,6,Storey_5_Zone_2,23.64076452186673
V2,DESHPDHK0000lce9_2,TRY_A,2,6,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0006\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0006\seed_2\timeseries.csv,6,5,116205293.49903,50174.279296875,2021-12-21T04:00:00,13236.1181640625,6,Storey_5_Zone_2,26.0,1787.2,2127.0,3,Storey_2_Zone_2,23.675136812521647
V2,DESHPDHK0000lce9_2,TRY_A,3,6,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0006\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0006\seed_3\timeseries.csv,6,5,115792667.79996574,50306.2177734375,2021-12-21T04:00:00,13005.029296875,6,Storey_5_Zone_2,26.0,1762.2,2090.0,3,Storey_2_Zone_2,23.656047905428956
V2,DESHPDHK0000lce9_2,TRY_A,1,9,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0009\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0009\seed_1\timeseries.csv,6,5,112524624.31122604,52563.5986328125,2021-11-22T05:00:00,11788.0009765625,2,Storey_1_Zone_2,26.0,2012.2,2286.0,4,Storey_3_Zone_2,23.866056656704135
V2,DESHPDHK0000lce9_2,TRY_A,2,9,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0009\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0009\seed_2\timeseries.csv,6,5,108840279.8015604,50585.7001953125,2021-12-21T04:00:00,12408.2978515625,2,Storey_1_Zone_2,26.0,2029.8,2382.0,3,Storey_2_Zone_2,23.894015343740882
V2,DESHPDHK0000lce9_2,TRY_A,3,9,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0009\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0009\seed_3\timeseries.csv,6,5,108567856.41011044,50635.6171875,2021-12-21T04:00:00,11666.1064453125,6,Storey_5_Zone_2,26.0,2000.8000000000002,2343.0,3,Storey_2_Zone_2,23.88327545664136
V2,DESHPDHK0000lce9_2,TRY_A,1,10,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0010\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0010\seed_1\timeseries.csv,6,5,109065254.07329416,50735.572265625,2021-11-22T05:00:00,11454.708984375,2,Storey_1_Zone_2,26.0,1800.6000000000001,2100.0,5,Storey_4_Zone_2,23.390462791112846
V2,DESHPDHK0000lce9_2,TRY_A,2,10,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0010\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0010\seed_2\timeseries.csv,6,5,104962309.92766237,49175.57421875,2021-12-21T04:00:00,12052.98046875,2,Storey_1_Zone_2,26.0,1828.6000000000001,2138.0,5,Storey_4_Zone_2,23.4218986344901
V2,DESHPDHK0000lce9_2,TRY_A,3,10,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0010\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0010\seed_3\timeseries.csv,6,5,104946296.72749102,49185.5517578125,2021-12-21T04:00:00,11144.0146484375,6,Storey_5_Zone_2,26.0,1805.4,2093.0,6,Storey_5_Zone_2,23.413492429132635
V2,DESHPDHK0000lce9_2,TRY_A,1,13,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0013\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0013\seed_1\timeseries.csv,6,5,96202892.80747843,48970.626953125,2021-11-22T05:00:00,11296.6533203125,6,Storey_5_Zone_2,26.0,1904.6000000000001,2191.0,4,Storey_3_Zone_2,23.194575013342615
V2,DESHPDHK0000lce9_2,TRY_A,2,13,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0013\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0013\seed_2\timeseries.csv,6,5,92421144.89704502,47742.5625,2021-12-21T04:00:00,11476.544921875,6,Storey_5_Zone_2,26.0,1924.4,2248.0,4,Storey_3_Zone_2,23.231052283295877
V2,DESHPDHK0000lce9_2,TRY_A,3,13,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0013\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0013\seed_3\timeseries.csv,6,5,92457141.709874,47831.2734375,2021-12-21T04:00:00,11248.7822265625,6,Storey_5_Zone_2,26.0,1904.0,2227.0,4,Storey_3_Zone_2,23.21817791645638
V2,DESHPDHK0000lce9_2,TRY_A,1,14,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0014\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0014\seed_1\timeseries.csv,6,5,95980434.04785347,49214.646484375,2021-11-22T05:00:00,11822.9931640625,6,Storey_5_Zone_2,26.0,1981.8,2275.0,5,Storey_4_Zone_2,23.345998426197266
V2,DESHPDHK0000lce9_2,TRY_A,2,14,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0014\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0014\seed_2\timeseries.csv,6,5,92575157.10838422,47773.4794921875,2021-12-21T04:00:00,12013.2236328125,6,Storey_5_Zone_2,26.0,2009.8,2330.0,4,Storey_3_Zone_2,23.39209974550411
V2,DESHPDHK0000lce9_2,TRY_A,3,14,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0014\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0014\seed_3\timeseries.csv,6,5,91995946.68965301,47779.8955078125,2021-12-21T04:00:00,11764.39453125,6,Storey_5_Zone_2,26.0,1981.2,2290.0,4,Storey_3_Zone_2,23.37492837129753
V2,DESHPDHK0000lce9_2,TRY_A,1,15,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0015\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0015\seed_1\timeseries.csv,6,5,42080420.717285216,33549.60009765625,2021-11-22T02:00:00,8015.359375,6,Storey_5_Zone_2,26.0,2296.2000000000003,2457.0,5,Storey_4_Zone_2,23.758306854808882
V2,DESHPDHK0000lce9_2,TRY_A,2,15,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0015\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0015\seed_2\timeseries.csv,6,5,39119998.37048423,31385.28076171875,2021-11-22T01:00:00,7963.939453125,6,Storey_5_Zone_2,26.0,2348.8,2557.0,3,Storey_2_Zone_2,23.80489650761589
V2,DESHPDHK0000lce9_2,TRY_A,3,15,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0015\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0015\seed_3\timeseries.csv,6,5,38109040.252663806,31010.02587890625,2021-01-01T09:00:00,7829.0576171875,4,Storey_3_Zone_2,26.0,2331.6000000000004,2491.0,3,Storey_2_Zone_2,23.783252157248985
V2,DESHPDHK0000lce9_2,TRY_A,1,19,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0019\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0019\seed_1\timeseries.csv,6,5,42785297.58323918,33267.91650390625,2021-11-22T02:00:00,7942.26123046875,6,Storey_5_Zone_2,26.0,2159.2,2329.0,5,Storey_4_Zone_2,23.44314938995778
V2,DESHPDHK0000lce9_2,TRY_A,2,19,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0019\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0019\seed_2\timeseries.csv,6,5,40081632.56980098,31123.843505859375,2021-11-22T01:00:00,8018.76708984375,6,Storey_5_Zone_2,26.0,2200.4,2383.0,5,Storey_4_Zone_2,23.504167996143043
V2,DESHPDHK0000lce9_2,TRY_A,3,19,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0019\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_A\sample_0019\seed_3\timeseries.csv,6,5,38962132.90220731,30359.02001953125,2021-12-28T03:00:00,7598.0146484375,6,Storey_5_Zone_2,26.0,2183.6,2343.0,6,Storey_5_Zone_2,23.473797814332542
V2,DESHPDHK0000lce9_2,TRY_B,1,0,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0000\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0000\seed_1\timeseries.csv,6,5,218038576.35172796,79211.283203125,2021-01-01T04:00:00,17219.681640625,6,Storey_5_Zone_2,26.0,80.4,187.0,5,Storey_4_Zone_2,21.43150212166314
V2,DESHPDHK0000lce9_2,TRY_B,2,0,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0000\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0000\seed_2\timeseries.csv,6,5,213864532.62882894,79054.4462890625,2021-01-01T04:00:00,17310.46484375,6,Storey_5_Zone_2,26.0,96.80000000000001,196.0,5,Storey_4_Zone_2,21.455141476580124
V2,DESHPDHK0000lce9_2,TRY_B,3,0,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0000\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0000\seed_3\timeseries.csv,6,5,212945313.65522718,79205.3232421875,2021-01-01T04:00:00,17193.80078125,6,Storey_5_Zone_2,26.0,95.00000000000001,193.0,5,Storey_4_Zone_2,21.44601115085345
V2,DESHPDHK0000lce9_2,TRY_B,1,1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0001\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0001\seed_1\timeseries.csv,6,5,230256807.21841156,78011.234375,2021-01-01T04:00:00,20599.5859375,3,Storey_2_Zone_2,26.0,28.400000000000002,68.0,4,Storey_3_Zone_2,21.246945368428594
V2,DESHPDHK0000lce9_2,TRY_B,2,1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0001\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0001\seed_2\timeseries.csv,6,5,226523191.40855807,77853.287109375,2021-01-01T04:00:00,20506.1015625,3,Storey_2_Zone_2,26.0,41.2,106.0,4,Storey_3_Zone_2,21.268773228332176
V2,DESHPDHK0000lce9_2,TRY_B,3,1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0001\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0001\seed_3\timeseries.csv,6,5,225451874.3607825,78009.4951171875,2021-01-01T04:00:00,20490.1875,3,Storey_2_Zone_2,26.0,35.800000000000004,88.0,4,Storey_3_Zone_2,21.25824747911779
V2,DESHPDHK0000lce9_2,TRY_B,1,3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0003\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0003\seed_1\timeseries.csv,6,5,207358807.5541163,77008.90625,2021-01-01T04:00:00,16718.8359375,6,Storey_5_Zone_2,26.0,44.8,81.0,6,Storey_5_Zone_2,21.255208291301003
V2,DESHPDHK0000lce9_2,TRY_B,2,3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0003\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0003\seed_2\timeseries.csv,6,5,202936227.58165205,76931.849609375,2021-01-01T03:00:00,16819.78515625,6,Storey_5_Zone_2,26.0,65.4,98.0,3,Storey_2_Zone_2,21.286109016382774
V2,DESHPDHK0000lce9_2,TRY_B,3,3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0003\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0003\seed_3\timeseries.csv,6,5,202202971.30875552,76995.0732421875,2021-01-01T04:00:00,16691.47265625,6,Storey_5_Zone_2,26.0,60.599999999999994,94.0,3,Storey_2_Zone_2,21.27551294123662
V2,DESHPDHK0000lce9_2,TRY_B,1,7,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0007\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0007\seed_1\timeseries.csv,6,5,86506182.69723138,70990.0791015625,2021-01-01T03:00:00,15481.6533203125,3,Storey_2_Zone_2,26.0,24.0,42.0,6,Storey_5_Zone_2,21.395191687871428
V2,DESHPDHK0000lce9_2,TRY_B,2,7,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0007\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0007\seed_2\timeseries.csv,6,5,82324532.68523256,70973.4931640625,2021-01-01T03:00:00,15380.9814453125,3,Storey_2_Zone_2,26.0,41.00000000000001,74.0,3,Storey_2_Zone_2,21.424302215105943
V2,DESHPDHK0000lce9_2,TRY_B,3,7,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0007\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0007\seed_3\timeseries.csv,6,5,81722068.67390919,70895.0849609375,2021-01-01T01:00:00,15372.9951171875,3,Storey_2_Zone_2,26.0,35.2,69.0,3,Storey_2_Zone_2,21.414715094773737
V2,DESHPDHK0000lce9_2,TRY_B,1,8,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0008\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0008\seed_1\timeseries.csv,6,5,211311433.65753815,78271.490234375,2021-01-01T04:00:00,20336.58984375,3,Storey_2_Zone_2,26.0,54.00000000000001,96.0,4,Storey_3_Zone_2,21.348755761311917
V2,DESHPDHK0000lce9_2,TRY_B,2,8,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0008\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0008\seed_2\timeseries.csv,6,5,206202117.12322485,78161.505859375,2021-01-01T04:00:00,20242.513671875,3,Storey_2_Zone_2,26.0,71.6,140.0,4,Storey_3_Zone_2,21.347653751745597
V2,DESHPDHK0000lce9_2,TRY_B,3,8,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0008\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0008\seed_3\timeseries.csv,6,5,207163499.28640196,78287.6494140625,2021-01-01T04:00:00,20234.755859375,3,Storey_2_Zone_2,26.0,65.2,121.0,4,Storey_3_Zone_2,21.34919782694503
V2,DESHPDHK0000lce9_2,TRY_B,1,11,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0011\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0011\seed_1\timeseries.csv,6,5,217373183.09758162,72948.59375,2021-01-01T04:00:00,18164.044921875,5,Storey_4_Zone_2,26.0,21.0,57.0,4,Storey_3_Zone_2,20.80685716430262
V2,DESHPDHK0000lce9_2,TRY_B,2,11,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0011\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0011\seed_2\timeseries.csv,6,5,212698913.08736873,72791.6298828125,2021-01-01T04:00:00,18130.5625,5,Storey_4_Zone_2,26.0,27.799999999999997,80.0,4,Storey_3_Zone_2,20.83532686837665
V2,DESHPDHK0000lce9_2,TRY_B,3,11,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0011\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0011\seed_3\timeseries.csv,6,5,212584305.7335194,72903.939453125,2021-01-01T04:00:00,18187.623046875,5,Storey_4_Zone_2,26.0,28.200000000000003,72.0,4,Storey_3_Zone_2,20.829778670263206
V2,DESHPDHK0000lce9_2,TRY_B,1,12,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0012\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0012\seed_1\timeseries.csv,6,5,251138122.58946535,88039.5302734375,2021-01-01T03:00:00,19168.947265625,5,Storey_4_Zone_2,26.0,57.2,107.0,3,Storey_2_Zone_2,22.170634139459075
