variant,building_id,weather_key,seed,sample_id,run_dir,timeseries_csv,n_total_zones,n_residential_zones,annual_heat_demand_kWh,peak_heat_demand_kW,peak_timestamp,peak_zone_heat_demand_kW,peak_zone_number,peak_zone_name,overheating_threshold_C,overheating_hours_mean_zone,overheating_hours_max_zone,overheated_zone_number,overheated_zone_name,mean_indoor_temp_C
V2,DESHPDHK0000lce9_2,TRY_B,2,12,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0012\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0012\seed_2\timeseries.csv,6,5,246058638.7112874,87996.1103515625,2021-01-01T03:00:00,19135.732421875,5,Storey_4_Zone_2,26.0,71.2,152.0,3,Storey_2_Zone_2,22.189349724018843
V2,DESHPDHK0000lce9_2,TRY_B,3,12,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0012\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0012\seed_3\timeseries.csv,6,5,245579894.88062584,87876.587890625,2021-01-01T04:00:00,19184.544921875,5,Storey_4_Zone_2,26.0,69.2,143.0,3,Storey_2_Zone_2,22.185420868508626
V2,DESHPDHK0000lce9_2,TRY_B,1,16,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0016\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0016\seed_1\timeseries.csv,6,5,211041468.8618617,77247.4140625,2021-01-01T04:00:00,16853.8125,4,Storey_3_Zone_2,26.0,68.19999999999999,144.0,3,Storey_2_Zone_2,21.267345041206028
V2,DESHPDHK0000lce9_2,TRY_B,2,16,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0016\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0016\seed_2\timeseries.csv,6,5,206680561.4363557,77097.3603515625,2021-01-01T04:00:00,16799.86328125,4,Storey_3_Zone_2,26.0,87.60000000000001,190.0,3,Storey_2_Zone_2,21.291521142533554
V2,DESHPDHK0000lce9_2,TRY_B,3,16,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0016\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0016\seed_3\timeseries.csv,6,5,206148066.9131341,77218.421875,2021-01-01T04:00:00,16753.171875,4,Storey_3_Zone_2,26.0,80.8,183.0,3,Storey_2_Zone_2,21.284007229917673
V2,DESHPDHK0000lce9_2,TRY_B,1,17,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0017\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0017\seed_1\timeseries.csv,6,5,245486519.9399349,88804.384765625,2021-01-01T03:00:00,19945.490234375,2,Storey_1_Zone_2,26.0,29.800000000000004,51.0,6,Storey_5_Zone_2,22.258502162432205
V2,DESHPDHK0000lce9_2,TRY_B,2,17,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0017\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0017\seed_2\timeseries.csv,6,5,240426595.20717752,88812.916015625,2021-01-01T03:00:00,20049.658203125,2,Storey_1_Zone_2,26.0,46.00000000000001,88.0,3,Storey_2_Zone_2,22.27514672124242
V2,DESHPDHK0000lce9_2,TRY_B,3,17,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0017\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0017\seed_3\timeseries.csv,6,5,239693249.30531132,88579.509765625,2021-01-01T03:00:00,20113.9453125,2,Storey_1_Zone_2,26.0,40.800000000000004,78.0,3,Storey_2_Zone_2,22.276012995493183
V2,DESHPDHK0000lce9_2,TRY_B,1,18,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0018\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0018\seed_1\timeseries.csv,6,5,226454275.63328886,78778.515625,2021-01-01T04:00:00,16735.490234375,4,Storey_3_Zone_2,26.0,15.8,36.0,3,Storey_2_Zone_2,21.3466266466186
V2,DESHPDHK0000lce9_2,TRY_B,2,18,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0018\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0018\seed_2\timeseries.csv,6,5,222109044.05364585,78690.5888671875,2021-01-01T03:00:00,16699.15234375,6,Storey_5_Zone_2,26.0,27.400000000000002,78.0,3,Storey_2_Zone_2,21.369908740005886
V2,DESHPDHK0000lce9_2,TRY_B,3,18,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0018\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0018\seed_3\timeseries.csv,6,5,221264164.97959077,78742.2158203125,2021-01-01T04:00:00,16622.458984375,4,Storey_3_Zone_2,26.0,26.0,75.0,3,Storey_2_Zone_2,21.36248933957357
V3,DESHPDHK0000lce9_3,TRY_A,1,2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0002\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0002\seed_1\timeseries.csv,11,10,87430344.95429632,45300.678955078125,2021-11-22T05:00:00,5513.22998046875,10,Storey_5_Zone_2,26.0,1964.8869082373599,2300.0,6,Storey_3_Zone_2,23.154796001562787
V3,DESHPDHK0000lce9_3,TRY_A,2,2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0002\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0002\seed_2\timeseries.csv,11,10,84071112.67170514,44659.968017578125,2021-12-21T04:00:00,5342.2548828125,11,Storey_5_Zone_3,26.0,1981.5159716803164,2246.0,8,Storey_4_Zone_2,23.18454084014028
V3,DESHPDHK0000lce9_3,TRY_A,3,2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0002\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0002\seed_3\timeseries.csv,11,10,83993146.78950767,44701.1962890625,2021-12-21T04:00:00,5453.765625,10,Storey_5_Zone_2,26.0,1987.7169943398774,2313.0,6,Storey_3_Zone_2,23.18689684695844
V3,DESHPDHK0000lce9_3,TRY_A,1,4,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0004\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0004\seed_1\timeseries.csv,11,10,105736087.32356963,50443.33251953125,2021-11-22T05:00:00,7459.08935546875,10,Storey_5_Zone_2,26.0,1765.6315260613555,2293.0,6,Storey_3_Zone_2,23.17846782306047
V3,DESHPDHK0000lce9_3,TRY_A,2,4,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0004\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0004\seed_2\timeseries.csv,11,10,102373771.3221935,50222.38134765625,2021-12-21T04:00:00,7235.29443359375,10,Storey_5_Zone_2,26.0,1782.1919539312805,2364.0,8,Storey_4_Zone_2,23.191218703408364
V3,DESHPDHK0000lce9_3,TRY_A,3,4,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0004\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0004\seed_3\timeseries.csv,11,10,102344539.93859291,50257.647216796875,2021-12-21T04:00:00,7404.076171875,10,Storey_5_Zone_2,26.0,1794.7412677538036,2365.0,8,Storey_4_Zone_2,23.20448276901842
V3,DESHPDHK0000lce9_3,TRY_A,1,5,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0005\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0005\seed_1\timeseries.csv,11,10,101060460.0431202,50353.5341796875,2021-11-22T05:00:00,7167.0849609375,10,Storey_5_Zone_2,26.0,2018.358611789074,2546.0,6,Storey_3_Zone_2,23.611459016614194
V3,DESHPDHK0000lce9_3,TRY_A,2,5,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0005\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0005\seed_2\timeseries.csv,11,10,97148093.61665764,49235.131591796875,2021-12-21T04:00:00,6953.8095703125,10,Storey_5_Zone_2,26.0,2026.9634018181043,2496.0,8,Storey_4_Zone_2,23.6188465137632
V3,DESHPDHK0000lce9_3,TRY_A,3,5,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0005\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0005\seed_3\timeseries.csv,11,10,97560351.83435124,49424.470703125,2021-12-21T04:00:00,7106.890625,10,Storey_5_Zone_2,26.0,2042.7491257615163,2543.0,6,Storey_3_Zone_2,23.627016040324534
V3,DESHPDHK0000lce9_3,TRY_A,1,6,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0006\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0006\seed_1\timeseries.csv,11,10,109514699.38953878,50129.4033203125,2021-11-22T05:00:00,6956.92431640625,10,Storey_5_Zone_2,26.0,1763.7164830100967,2198.0,6,Storey_3_Zone_2,23.36663148428622
V3,DESHPDHK0000lce9_3,TRY_A,2,6,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0006\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0006\seed_2\timeseries.csv,11,10,106348344.14817142,49062.86181640625,2021-12-21T04:00:00,6740.95068359375,10,Storey_5_Zone_2,26.0,1772.2494754569097,2180.0,10,Storey_5_Zone_2,23.380639128016927
V3,DESHPDHK0000lce9_3,TRY_A,3,6,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0006\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0006\seed_3\timeseries.csv,11,10,105414353.69667946,48895.117919921875,2021-12-21T04:00:00,6902.09521484375,10,Storey_5_Zone_2,26.0,1787.5375944148368,2208.0,6,Storey_3_Zone_2,23.391249368352636
V3,DESHPDHK0000lce9_3,TRY_A,1,9,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0009\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0009\seed_1\timeseries.csv,11,10,120307417.69321483,53561.18505859375,2021-11-22T05:00:00,6595.6640625,3,Storey_1_Zone_3,26.0,2025.4578447944032,2461.0,6,Storey_3_Zone_2,24.131955834218783
V3,DESHPDHK0000lce9_3,TRY_A,2,9,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0009\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0009\seed_2\timeseries.csv,11,10,116521635.30782548,51823.452392578125,2021-12-21T04:00:00,6485.078125,3,Storey_1_Zone_3,26.0,2037.7264803674348,2432.0,8,Storey_4_Zone_2,24.135663700571808
V3,DESHPDHK0000lce9_3,TRY_A,3,9,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0009\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0009\seed_3\timeseries.csv,11,10,116589057.68722653,51883.79931640625,2021-12-21T04:00:00,6478.17333984375,3,Storey_1_Zone_3,26.0,2044.6568221348425,2479.0,6,Storey_3_Zone_2,24.14679346007389
V3,DESHPDHK0000lce9_3,TRY_A,1,10,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0010\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0010\seed_1\timeseries.csv,11,10,108566139.86418605,50318.548828125,2021-11-22T05:00:00,5989.52734375,11,Storey_5_Zone_3,26.0,1818.8621234936531,2214.0,6,Storey_3_Zone_2,23.463907973564602
V3,DESHPDHK0000lce9_3,TRY_A,2,10,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0010\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0010\seed_2\timeseries.csv,11,10,105389226.1223973,49069.689697265625,2021-12-21T04:00:00,6153.85009765625,2,Storey_1_Zone_2,26.0,1830.458450154687,2255.0,8,Storey_4_Zone_2,23.488563094790567
V3,DESHPDHK0000lce9_3,TRY_A,3,10,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0010\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0010\seed_3\timeseries.csv,11,10,104605712.97117108,49044.101318359375,2021-12-21T04:00:00,6147.84130859375,2,Storey_1_Zone_2,26.0,1841.9254577078736,2247.0,8,Storey_4_Zone_2,23.49120628640348
V3,DESHPDHK0000lce9_3,TRY_A,1,13,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0013\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0013\seed_1\timeseries.csv,11,10,104564336.88107492,50131.302734375,2021-11-22T05:00:00,6326.66259765625,11,Storey_5_Zone_3,26.0,1918.4990449443228,2381.0,6,Storey_3_Zone_2,23.483742212895667
V3,DESHPDHK0000lce9_3,TRY_A,2,13,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0013\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0013\seed_2\timeseries.csv,11,10,101295364.3490952,49044.259765625,2021-12-21T04:00:00,6343.90869140625,11,Storey_5_Zone_3,26.0,1933.3592171493576,2317.0,8,Storey_4_Zone_2,23.497518689714894
V3,DESHPDHK0000lce9_3,TRY_A,3,13,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0013\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0013\seed_3\timeseries.csv,11,10,100890848.94290829,49082.552001953125,2021-12-21T04:00:00,6279.92626953125,11,Storey_5_Zone_3,26.0,1941.5803285540978,2393.0,6,Storey_3_Zone_2,23.50495648845194
V3,DESHPDHK0000lce9_3,TRY_A,1,14,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0014\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0014\seed_1\timeseries.csv,11,10,90359083.66388698,47663.60009765625,2021-11-22T05:00:00,6172.60205078125,10,Storey_5_Zone_2,26.0,2001.6335713804772,2479.0,6,Storey_3_Zone_2,23.275728256964825
V3,DESHPDHK0000lce9_3,TRY_A,2,14,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0014\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0014\seed_2\timeseries.csv,11,10,87506083.75481564,46915.11328125,2021-12-21T04:00:00,6022.080078125,2,Storey_1_Zone_2,26.0,2010.1597284791378,2402.0,10,Storey_5_Zone_2,23.294691819822617
V3,DESHPDHK0000lce9_3,TRY_A,3,14,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0014\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0014\seed_3\timeseries.csv,11,10,87191727.66750428,46866.780029296875,2021-12-21T04:00:00,6122.82568359375,10,Storey_5_Zone_2,26.0,2021.6963942649172,2494.0,6,Storey_3_Zone_2,23.304135591281288
V3,DESHPDHK0000lce9_3,TRY_A,1,15,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0015\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0015\seed_1\timeseries.csv,11,10,40482793.01224552,32423.475830078125,2021-11-22T02:00:00,4406.2060546875,10,Storey_5_Zone_2,26.0,2339.361356498983,2640.0,6,Storey_3_Zone_2,23.774541065132745
V3,DESHPDHK0000lce9_3,TRY_A,2,15,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0015\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0015\seed_2\timeseries.csv,11,10,37438557.43301134,30440.294921875,2021-11-22T01:00:00,3974.2939453125,6,Storey_3_Zone_2,26.0,2348.5782832349764,2573.0,8,Storey_4_Zone_2,23.79225453498034
V3,DESHPDHK0000lce9_3,TRY_A,3,15,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0015\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0015\seed_3\timeseries.csv,11,10,36793312.96348836,30181.9482421875,2021-01-01T09:00:00,4372.5791015625,10,Storey_5_Zone_2,26.0,2353.589303251875,2645.0,6,Storey_3_Zone_2,23.802657691544038
V3,DESHPDHK0000lce9_3,TRY_A,1,19,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0019\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0019\seed_1\timeseries.csv,11,10,45423960.26457356,33099.705810546875,2021-11-22T02:00:00,4386.21435546875,10,Storey_5_Zone_2,26.0,2201.057427495126,2485.0,6,Storey_3_Zone_2,23.671479193842142
V3,DESHPDHK0000lce9_3,TRY_A,2,19,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0019\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0019\seed_2\timeseries.csv,11,10,42024136.48758444,31216.258422851562,2021-11-22T01:00:00,4352.82763671875,7,Storey_3_Zone_3,26.0,2207.519739049786,2452.0,10,Storey_5_Zone_2,23.677404040340523
V3,DESHPDHK0000lce9_3,TRY_A,3,19,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0019\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_A\sample_0019\seed_3\timeseries.csv,11,10,41093561.680591255,30575.801025390625,2021-01-01T09:00:00,4481.1748046875,7,Storey_3_Zone_3,26.0,2209.0916982663903,2490.0,6,Storey_3_Zone_2,23.694952594118064
V3,DESHPDHK0000lce9_3,TRY_B,1,0,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0000\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0000\seed_1\timeseries.csv,11,10,214079149.19018096,77964.41064453125,2021-01-01T04:00:00,9172.20703125,10,Storey_5_Zone_2,26.0,78.44743013778806,182.0,8,Storey_4_Zone_2,21.401029520493076
V3,DESHPDHK0000lce9_3,TRY_B,2,0,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0000\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0000\seed_2\timeseries.csv,11,10,210443616.2590384,77842.15673828125,2021-01-01T04:00:00,9019.3857421875,10,Storey_5_Zone_2,26.0,85.87853889986633,252.0,8,Storey_4_Zone_2,21.414334045135202
V3,DESHPDHK0000lce9_3,TRY_B,3,0,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0000\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0000\seed_3\timeseries.csv,11,10,209101740.10788393,77936.36376953125,2021-01-01T04:00:00,9138.734375,10,Storey_5_Zone_2,26.0,84.7967439603109,249.0,8,Storey_4_Zone_2,21.41362755560667
V3,DESHPDHK0000lce9_3,TRY_B,1,1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0001\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0001\seed_1\timeseries.csv,11,10,222365395.11835125,75285.0546875,2021-01-01T04:00:00,10683.873046875,4,Storey_2_Zone_2,26.0,32.24008345985544,125.0,6,Storey_3_Zone_2,21.13551470830893
V3,DESHPDHK0000lce9_3,TRY_B,2,1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0001\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0001\seed_2\timeseries.csv,11,10,217885663.21860662,75147.818359375,2021-01-01T04:00:00,10644.7861328125,4,Storey_2_Zone_2,26.0,36.80734667793262,91.0,6,Storey_3_Zone_2,21.131834738366162
V3,DESHPDHK0000lce9_3,TRY_B,3,1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0001\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0001\seed_3\timeseries.csv,11,10,217950536.4857598,75256.6025390625,2021-01-01T04:00:00,10611.181640625,4,Storey_2_Zone_2,26.0,35.61367069630436,131.0,6,Storey_3_Zone_2,21.145982060457907
V3,DESHPDHK0000lce9_3,TRY_B,1,3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0003\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0003\seed_1\timeseries.csv,11,10,205270398.77097225,76073.86376953125,2021-01-01T04:00:00,8881.125,10,Storey_5_Zone_2,26.0,50.91657704060002,116.0,6,Storey_3_Zone_2,21.2564301324964
V3,DESHPDHK0000lce9_3,TRY_B,2,3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0003\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0003\seed_2\timeseries.csv,11,10,201138591.22090045,75974.30810546875,2021-01-01T03:00:00,8723.8173828125,10,Storey_5_Zone_2,26.0,58.65059214697393,137.0,8,Storey_4_Zone_2,21.267875210302815
V3,DESHPDHK0000lce9_3,TRY_B,3,3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0003\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0003\seed_3\timeseries.csv,11,10,200434243.94577077,76064.7880859375,2021-01-01T04:00:00,8847.27734375,10,Storey_5_Zone_2,26.0,59.97512122579024,141.0,8,Storey_4_Zone_2,21.272204576482167
V3,DESHPDHK0000lce9_3,TRY_B,1,7,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0007\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0007\seed_1\timeseries.csv,11,10,96912525.42477587,75956.05908203125,2021-01-01T01:00:00,9781.701171875,9,Storey_4_Zone_3,26.0,53.17735460591847,159.0,7,Storey_3_Zone_3,21.91945802785283
V3,DESHPDHK0000lce9_3,TRY_B,2,7,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0007\seed_2,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0007\seed_2\timeseries.csv,11,10,92774070.39946494,75839.826171875,2021-01-01T01:00:00,9686.984375,9,Storey_4_Zone_3,26.0,66.02906344295651,182.0,9,Storey_4_Zone_3,21.935483253330894
V3,DESHPDHK0000lce9_3,TRY_B,3,7,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0007\seed_3,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0007\seed_3\timeseries.csv,11,10,91913431.0992432,75958.33544921875,2021-01-01T01:00:00,9751.44140625,9,Storey_4_Zone_3,26.0,59.3324811170326,156.0,9,Storey_4_Zone_3,21.932126155481942
V3,DESHPDHK0000lce9_3,TRY_B,1,8,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0008\seed_1,C:\Sharon\mza_sensitivity_analysis\results\sa_results\V3\DESHPDHK0000lce9_3\TRY_B\sample_0008\seed_1\timeseries.csv,11,10,231875297.49632558,83249.93408203125,2021-01-01T04:00:00,10606.8984375,4,Storey_2_Zone_2,26.0,60.14350113393152,176.0,6,Storey_3_Zone_2,21.844222570940914
