base_building_group,variant,sample_id,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_any_zone_gt_26C_mean,overheating_hours_any_zone_gt_26C_std,overheating_hours_any_zone_gt_26C_min,overheating_hours_any_zone_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max
DESHPDHK0000lce9,V2,24,42961.82715010812,2180.3693498830353,40679.55822709274,45096.84927344319,32.87227618408203,1.1461481205133635,31.437373046875,34.10271044921875,2617.0,46.611872593435564,2559.0,2665.0,5.219617863004025,0.02730065571603545,5.188967619975283,5.2507064500609895
DESHPDHK0000lce9,V2,22,32122.90034395639,1523.5802925291246,30594.99911256029,34027.54624926508,29.07668536376953,1.1912410290374835,28.05103515625,30.45514453125,2564.25,53.52491631629765,2492.0,2613.0,3.8022061006049386,0.07703793284683678,3.694298596050675,3.8612834406612
DESHPDHK0000lce9,V2,21,101433.33444910728,1704.5100667810016,99930.90674444169,103605.41166549348,48.11809765625,0.9188807905375647,47.342341796875,49.28712109375,2080.25,25.39520952200759,2061.0,2117.0,3.8951580525261007,0.07099613629875764,3.815537974219688,3.959916183494323
DESHPDHK0000lce9,V2,23,102967.23465487167,1959.4980191759246,101312.10023583614,105190.20515416074,49.41244360351563,0.7536147591740356,48.7315703125,50.2492421875,2213.75,35.975686233899694,2189.0,2266.0,4.171536276131214,0.0724346413345305,4.094603750235198,4.237285024022259
DESHPDHK0000lce9,V2,19,72610.89580555906,2110.078223136654,70289.77887898304,75298.73396984334,69.94381518554687,0.14525222156240422,69.780447265625,70.0718427734375,336.0,24.48128536930472,316.0,371.0,7.4842703690500025,0.029391346430913543,7.44528778218989,7.511896801136384
DESHPDHK0000lce9,V2,18,93597.47560106446,1741.024024292973,91910.33830739536,95753.32059207476,47.90532080078125,0.8322718931677721,47.2096552734375,48.91299609375,2359.5,37.224543874528045,2316.0,2407.0,3.9261804795567197,0.0934683810672571,3.832818363861541,4.010475628072022
DESHPDHK0000lce9,V2,17,117631.36129717308,2010.4753507661646,115795.0668824272,120005.59612353749,50.631017822265626,1.3484312438837096,49.4711708984375,52.1172333984375,2188.25,44.88039661143829,2123.0,2223.0,4.478040282631858,0.0646864232323048,4.400286939777941,4.542069378406434
DESHPDHK0000lce9,V2,16,216956.9462347112,2276.0475916575697,214848.2009405884,219639.8799681903,76.63012280273438,0.17518534602854,76.387224609375,76.779078125,78.0,17.53092505640627,52.0,89.0,6.4173599023713415,0.025409834357589835,6.386341726762252,6.439743061150583
DESHPDHK0000lce9,V2,20,35431.09745085892,1589.5113920450885,34006.55991052368,37613.444604630815,30.883662780761718,1.3039933741220762,29.47200048828125,32.276208984375,2574.0,42.03173404306165,2519.0,2619.0,4.404451060003921,0.054900527533826224,4.327089286832939,4.450241229942628
DESHPDHK0000lce9,V3,43,205060.76379979795,1870.9287121001366,203448.918114147,207393.19253902583,70.661466796875,0.17686536782438433,70.4145712890625,70.80794287109374,45.0,9.41629792788369,36.0,58.0,6.2814912233242755,0.04118640357935109,6.220785976340684,6.31224861053582
