base_building_group,variant,sample_id,seed,annual_heating_kWh,peak_heating_kW,overheating_hours_any_zone_gt_26C,mean_interzone_spread_C,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_any_zone_gt_26C_mean,overheating_hours_any_zone_gt_26C_std,overheating_hours_any_zone_gt_26C_min,overheating_hours_any_zone_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max
DESHPDHK0000lce9,V2,19,2,71845.30228401364,70.060455078125,371.0,7.511896801136384,71845.30228401364,,71845.30228401364,71845.30228401364,70.060455078125,,70.060455078125,70.060455078125,371.0,,371.0,371.0,7.511896801136384,,7.511896801136384,7.511896801136384
DESHPDHK0000lce9,V2,19,4,73009.76808939624,69.780447265625,323.0,7.500998577235047,73009.76808939624,,73009.76808939624,73009.76808939624,69.780447265625,,69.780447265625,69.780447265625,323.0,,323.0,323.0,7.500998577235047,,7.500998577235047,7.500998577235047
DESHPDHK0000lce9,V2,25,1,215139.88236384105,80.5220126953125,110.0,7.266177834583848,215139.88236384105,,215139.88236384105,215139.88236384105,80.5220126953125,,80.5220126953125,80.5220126953125,110.0,,110.0,110.0,7.266177834583848,,7.266177834583848,7.266177834583848
DESHPDHK0000lce9,V2,25,2,210983.12227182504,80.490083984375,144.0,7.271950056313138,210983.12227182504,,210983.12227182504,210983.12227182504,80.490083984375,,80.490083984375,80.490083984375,144.0,,144.0,144.0,7.271950056313138,,7.271950056313138,7.271950056313138
DESHPDHK0000lce9,V2,25,3,209248.51729849688,80.382046875,141.0,7.272089048711534,209248.51729849688,,209248.51729849688,209248.51729849688,80.382046875,,80.382046875,80.382046875,141.0,,141.0,141.0,7.272089048711534,,7.272089048711534,7.272089048711534
DESHPDHK0000lce9,V2,25,4,213858.9749734831,80.218494140625,149.0,7.269797774594531,213858.9749734831,,213858.9749734831,213858.9749734831,80.218494140625,,80.218494140625,80.218494140625,149.0,,149.0,149.0,7.269797774594531,,7.269797774594531,7.269797774594531
DESHPDHK0000lce9,V2,27,1,230859.5687497992,82.317833984375,147.0,6.402163807407744,230859.5687497992,,230859.5687497992,230859.5687497992,82.317833984375,,82.317833984375,82.317833984375,147.0,,147.0,147.0,6.402163807407744,,6.402163807407744,6.402163807407744
DESHPDHK0000lce9,V2,27,2,226595.51364909505,82.230474609375,177.0,6.447488611275962,226595.51364909505,,226595.51364909505,226595.51364909505,82.230474609375,,82.230474609375,82.230474609375,177.0,,177.0,177.0,6.447488611275962,,6.447488611275962,6.447488611275962
DESHPDHK0000lce9,V2,13,1,228089.9877017312,77.483421875,65.0,6.824966864340412,228089.9877017312,,228089.9877017312,228089.9877017312,77.483421875,,77.483421875,77.483421875,65.0,,65.0,65.0,6.824966864340412,,6.824966864340412,6.824966864340412
DESHPDHK0000lce9,V2,16,2,215303.9472594223,76.6202177734375,88.0,6.439743061150583,215303.9472594223,,215303.9472594223,215303.9472594223,76.6202177734375,,76.6202177734375,76.6202177734375,88.0,,88.0,88.0,6.439743061150583,,6.439743061150583,6.439743061150583
DESHPDHK0000lce9,V2,29,1,211748.7763453272,78.1884697265625,175.0,6.676956028715689,211748.7763453272,,211748.7763453272,211748.7763453272,78.1884697265625,,78.1884697265625,78.1884697265625,175.0,,175.0,175.0,6.676956028715689,,6.676956028715689,6.676956028715689
DESHPDHK0000lce9,V2,58,4,62166.3899332498,61.614673828125,369.0,7.650374667800438,62166.3899332498,,62166.3899332498,62166.3899332498,61.614673828125,,61.614673828125,61.614673828125,369.0,,369.0,369.0,7.650374667800438,,7.650374667800438,7.650374667800438
DESHPDHK0000lce9,V2,1,3,222748.56415509165,78.0422734375,117.0,7.883356852640835,222748.56415509165,,222748.56415509165,222748.56415509165,78.0422734375,,78.0422734375,78.0422734375,117.0,,117.0,117.0,7.883356852640835,,7.883356852640835,7.883356852640835
DESHPDHK0000lce9,V2,45,2,68270.41178123599,73.4936611328125,509.0,7.61966222095348,68270.41178123599,,68270.41178123599,68270.41178123599,73.4936611328125,,73.4936611328125,73.4936611328125,509.0,,509.0,509.0,7.61966222095348,,7.61966222095348,7.61966222095348
DESHPDHK0000lce9,V2,29,4,209699.5768548603,77.7921005859375,245.0,6.69859603256576,209699.5768548603,,209699.5768548603,209699.5768548603,77.7921005859375,,77.7921005859375,77.7921005859375,245.0,,245.0,245.0,6.69859603256576,,6.69859603256576,6.69859603256576
DESHPDHK0000lce9,V2,31,1,84617.47773385304,77.8302255859375,414.0,8.765010994409486,84617.47773385304,,84617.47773385304,84617.47773385304,77.8302255859375,,77.8302255859375,77.8302255859375,414.0,,414.0,414.0,8.765010994409486,,8.765010994409486,8.765010994409486
DESHPDHK0000lce9,V2,31,2,81017.30630243968,77.737837890625,482.0,8.810540754764327,81017.30630243968,,81017.30630243968,81017.30630243968,77.737837890625,,77.737837890625,77.737837890625,482.0,,482.0,482.0,8.810540754764327,,8.810540754764327,8.810540754764327
DESHPDHK0000lce9,V2,31,3,79584.96782713688,77.8628232421875,454.0,8.795405885670071,79584.96782713688,,79584.96782713688,79584.96782713688,77.8628232421875,,77.8628232421875,77.8628232421875,454.0,,454.0,454.0,8.795405885670071,,8.795405885670071,8.795405885670071
DESHPDHK0000lce9,V2,31,4,82254.50764025771,77.4897890625,470.0,8.80983179669554,82254.50764025771,,82254.50764025771,82254.50764025771,77.4897890625,,77.4897890625,77.4897890625,470.0,,470.0,470.0,8.80983179669554,,8.80983179669554,8.80983179669554
DESHPDHK0000lce9,V2,33,1,95153.61802532962,76.3429306640625,215.0,8.812574202197151,95153.61802532962,,95153.61802532962,95153.61802532962,76.3429306640625,,76.3429306640625,76.3429306640625,215.0,,215.0,215.0,8.812574202197151,,8.812574202197151,8.812574202197151
DESHPDHK0000lce9,V2,33,2,91988.15401496355,76.2928876953125,255.0,8.84615439920172,91988.15401496355,,91988.15401496355,91988.15401496355,76.2928876953125,,76.2928876953125,76.2928876953125,255.0,,255.0,255.0,8.84615439920172,,8.84615439920172,8.84615439920172
DESHPDHK0000lce9,V2,33,3,90038.03518268872,76.3575439453125,239.0,8.833957295482557,90038.03518268872,,90038.03518268872,90038.03518268872,76.3575439453125,,76.3575439453125,76.3575439453125,239.0,,239.0,239.0,8.833957295482557,,8.833957295482557,8.833957295482557
DESHPDHK0000lce9,V2,33,4,93117.21586203686,76.05526953125,245.0,8.845289244497769,93117.21586203686,,93117.21586203686,93117.21586203686,76.05526953125,,76.05526953125,76.05526953125,245.0,,245.0,245.0,8.845289244497769,,8.845289244497769,8.845289244497769
DESHPDHK0000lce9,V2,38,1,243250.83009101197,88.2864111328125,172.0,6.851300573419758,243250.83009101197,,243250.83009101197,243250.83009101197,88.2864111328125,,88.2864111328125,88.2864111328125,172.0,,172.0,172.0,6.851300573419758,,6.851300573419758,6.851300573419758
DESHPDHK0000lce9,V2,38,3,237851.90822147284,88.0531767578125,215.0,6.888906488678745,237851.90822147284,,237851.90822147284,237851.90822147284,88.0531767578125,,88.0531767578125,88.0531767578125,215.0,,215.0,215.0,6.888906488678745,,6.888906488678745,6.888906488678745
DESHPDHK0000lce9,V2,38,4,241781.8599087646,87.9806259765625,224.0,6.869971824065152,241781.8599087646,,241781.8599087646,241781.8599087646,87.9806259765625,,87.9806259765625,87.9806259765625,224.0,,224.0,224.0,6.869971824065152,,6.869971824065152,6.869971824065152
DESHPDHK0000lce9,V2,45,3,66880.71026346409,73.346140625,483.0,7.592694052086752,66880.71026346409,,66880.71026346409,66880.71026346409,73.346140625,,73.346140625,73.346140625,483.0,,483.0,483.0,7.592694052086752,,7.592694052086752,7.592694052086752
DESHPDHK0000lce9,V2,41,1,226044.34647691488,79.267103515625,58.0,6.409761172589507,226044.34647691488,,226044.34647691488,226044.34647691488,79.267103515625,,79.267103515625,79.267103515625,58.0,,58.0,58.0,6.409761172589507,,6.409761172589507,6.409761172589507
DESHPDHK0000lce9,V2,41,3,221294.1852542681,79.25597265625,63.0,6.433702803055404,221294.1852542681,,221294.1852542681,221294.1852542681,79.25597265625,,79.25597265625,79.25597265625,63.0,,63.0,63.0,6.433702803055404,,6.433702803055404,6.433702803055404
DESHPDHK0000lce9,V2,41,4,224369.55349781405,78.9020341796875,65.0,6.395314201265288,224369.55349781405,,224369.55349781405,224369.55349781405,78.9020341796875,,78.9020341796875,78.9020341796875,65.0,,65.0,65.0,6.395314201265288,,6.395314201265288,6.395314201265288
DESHPDHK0000lce9,V2,42,1,225670.7336997381,76.7190048828125,109.0,6.942293666756438,225670.7336997381,,225670.7336997381,225670.7336997381,76.7190048828125,,76.7190048828125,76.7190048828125,109.0,,109.0,109.0,6.942293666756438,,6.942293666756438,6.942293666756438
DESHPDHK0000lce9,V2,42,2,222483.7671508569,76.57395703125,124.0,6.964815820546584,222483.7671508569,,222483.7671508569,222483.7671508569,76.57395703125,,76.57395703125,76.57395703125,124.0,,124.0,124.0,6.964815820546584,,6.964815820546584,6.964815820546584
DESHPDHK0000lce9,V2,42,3,220552.65078684204,76.7332490234375,109.0,6.966542942694589,220552.65078684204,,220552.65078684204,220552.65078684204,76.7332490234375,,76.7332490234375,76.7332490234375,109.0,,109.0,109.0,6.966542942694589,,6.966542942694589,6.966542942694589
DESHPDHK0000lce9,V2,42,4,223337.3022335788,76.3875556640625,126.0,6.937217532139287,223337.3022335788,,223337.3022335788,223337.3022335788,76.3875556640625,,76.3875556640625,76.3875556640625,126.0,,126.0,126.0,6.937217532139287,,6.937217532139287,6.937217532139287
DESHPDHK0000lce9,V2,43,1,216055.2260420587,75.75527734375,25.0,6.112064848805033,216055.2260420587,,216055.2260420587,216055.2260420587,75.75527734375,,75.75527734375,75.75527734375,25.0,,25.0,25.0,6.112064848805033,,6.112064848805033,6.112064848805033
DESHPDHK0000lce9,V2,43,2,212086.2359440285,75.6404345703125,35.0,6.1637833761496745,212086.2359440285,,212086.2359440285,212086.2359440285,75.6404345703125,,75.6404345703125,75.6404345703125,35.0,,35.0,35.0,6.1637833761496745,,6.1637833761496745,6.1637833761496745
DESHPDHK0000lce9,V2,43,3,210987.23925823628,75.72233203125,35.0,6.162778849362813,210987.23925823628,,210987.23925823628,210987.23925823628,75.72233203125,,75.72233203125,75.72233203125,35.0,,35.0,35.0,6.162778849362813,,6.162778849362813,6.162778849362813
DESHPDHK0000lce9,V2,43,4,214231.0065460033,75.38558984375,48.0,6.148276963118021,214231.0065460033,,214231.0065460033,214231.0065460033,75.38558984375,,75.38558984375,75.38558984375,48.0,,48.0,48.0,6.148276963118021,,6.148276963118021,6.148276963118021
DESHPDHK0000lce9,V2,45,1,71708.98265999473,73.5064296875,437.0,7.546963954159636,71708.98265999473,,71708.98265999473,71708.98265999473,73.5064296875,,73.5064296875,73.5064296875,437.0,,437.0,437.0,7.546963954159636,,7.546963954159636,7.546963954159636
DESHPDHK0000lce9,V2,29,3,206535.4774144812,78.1574306640625,235.0,6.752912451913133,206535.4774144812,,206535.4774144812,206535.4774144812,78.1574306640625,,78.1574306640625,78.1574306640625,235.0,,235.0,235.0,6.752912451913133,,6.752912451913133,6.752912451913133
DESHPDHK0000lce9,V2,41,2,221811.0118384344,79.1356376953125,64.0,6.440297738423485,221811.0118384344,,221811.0118384344,221811.0118384344,79.1356376953125,,79.1356376953125,79.1356376953125,64.0,,64.0,64.0,6.440297738423485,,6.440297738423485,6.440297738423485
DESHPDHK0000lce9,V2,45,4,70270.41064644324,73.22219921875,467.0,7.594043064193628,70270.41064644324,,70270.41064644324,70270.41064644324,73.22219921875,,73.22219921875,73.22219921875,467.0,,467.0,467.0,7.594043064193628,,7.594043064193628,7.594043064193628
DESHPDHK0000lce9,V2,38,2,238364.39248434664,88.2714072265625,217.0,6.89116517959454,238364.39248434664,,238364.39248434664,238364.39248434664,88.2714072265625,,88.2714072265625,88.2714072265625,217.0,,217.0,217.0,6.89116517959454,,6.89116517959454,6.89116517959454
DESHPDHK0000lce9,V2,51,4,223202.6204120763,77.7386943359375,109.0,6.367059410468805,223202.6204120763,,223202.6204120763,223202.6204120763,77.7386943359375,,77.7386943359375,77.7386943359375,109.0,,109.0,109.0,6.367059410468805,,6.367059410468805,6.367059410468805
DESHPDHK0000lce9,V2,46,3,241000.5528758664,84.1267509765625,85.0,7.477309032902167,241000.5528758664,,241000.5528758664,241000.5528758664,84.1267509765625,,84.1267509765625,84.1267509765625,85.0,,85.0,85.0,7.477309032902167,,7.477309032902167,7.477309032902167
DESHPDHK0000lce9,V2,46,1,245873.9865365965,84.1143125,73.0,7.424980035561324,245873.9865365965,,245873.9865365965,245873.9865365965,84.1143125,,84.1143125,84.1143125,73.0,,73.0,73.0,7.424980035561324,,7.424980035561324,7.424980035561324
DESHPDHK0000lce9,V2,48,1,205169.27047800535,74.413390625,71.0,6.309689704120849,205169.27047800535,,205169.27047800535,205169.27047800535,74.413390625,,74.413390625,74.413390625,71.0,,71.0,71.0,6.309689704120849,,6.309689704120849,6.309689704120849
DESHPDHK0000lce9,V2,48,2,200296.21999811995,74.259033203125,92.0,6.363231542678939,200296.21999811995,,200296.21999811995,200296.21999811995,74.259033203125,,74.259033203125,74.259033203125,92.0,,92.0,92.0,6.363231542678939,,6.363231542678939,6.363231542678939
DESHPDHK0000lce9,V2,48,3,200237.5933530829,74.3868076171875,92.0,6.371728460588166,200237.5933530829,,200237.5933530829,200237.5933530829,74.3868076171875,,74.3868076171875,74.3868076171875,92.0,,92.0,92.0,6.371728460588166,,6.371728460588166,6.371728460588166
DESHPDHK0000lce9,V2,48,4,203022.8740272858,74.029193359375,95.0,6.328757460347842,203022.8740272858,,203022.8740272858,203022.8740272858,74.029193359375,,74.029193359375,74.029193359375,95.0,,95.0,95.0,6.328757460347842,,6.328757460347842,6.328757460347842
DESHPDHK0000lce9,V2,49,1,274768.4265660163,88.6458994140625,113.0,8.06467977575401,274768.4265660163,,274768.4265660163,274768.4265660163,88.6458994140625,,88.6458994140625,88.6458994140625,113.0,,113.0,113.0,8.06467977575401,,8.06467977575401,8.06467977575401
DESHPDHK0000lce9,V2,49,2,270452.30337715446,88.62540625,131.0,8.07994514833696,270452.30337715446,,270452.30337715446,270452.30337715446,88.62540625,,88.62540625,88.62540625,131.0,,131.0,131.0,8.07994514833696,,8.07994514833696,8.07994514833696
DESHPDHK0000lce9,V2,49,3,268991.1972616287,88.5259072265625,129.0,8.08929198131947,268991.1972616287,,268991.1972616287,268991.1972616287,88.5259072265625,,88.5259072265625,88.5259072265625,129.0,,129.0,129.0,8.08929198131947,,8.08929198131947,8.08929198131947
DESHPDHK0000lce9,V2,49,4,273238.2149127034,88.36103125,135.0,8.054557999714424,273238.2149127034,,273238.2149127034,273238.2149127034,88.36103125,,88.36103125,88.36103125,135.0,,135.0,135.0,8.054557999714424,,8.054557999714424,8.054557999714424
DESHPDHK0000lce9,V2,51,1,225086.90699678488,78.10488671875,72.0,6.342185988925309,225086.90699678488,,225086.90699678488,225086.90699678488,78.10488671875,,78.10488671875,78.10488671875,72.0,,72.0,72.0,6.342185988925309,,6.342185988925309,6.342185988925309
DESHPDHK0000lce9,V2,51,2,220721.71305417665,77.9564013671875,103.0,6.398170062769307,220721.71305417665,,220721.71305417665,220721.71305417665,77.9564013671875,,77.9564013671875,77.9564013671875,103.0,,103.0,103.0,6.398170062769307,,6.398170062769307,6.398170062769307
DESHPDHK0000lce9,V2,46,2,240545.25591809745,83.9988837890625,88.0,7.459460757146377,240545.25591809745,,240545.25591809745,240545.25591809745,83.9988837890625,,83.9988837890625,83.9988837890625,88.0,,88.0,88.0,7.459460757146377,,7.459460757146377,7.459460757146377
DESHPDHK0000lce9,V2,51,3,220092.1687616252,78.076478515625,102.0,6.393656575316481,220092.1687616252,,220092.1687616252,220092.1687616252,78.076478515625,,78.076478515625,78.076478515625,102.0,,102.0,102.0,6.393656575316481,,6.393656575316481,6.393656575316481
DESHPDHK0000lce9,V2,46,4,243926.53556003424,83.7589853515625,93.0,7.404199320463652,243926.53556003424,,243926.53556003424,243926.53556003424,83.7589853515625,,83.7589853515625,83.7589853515625,93.0,,93.0,93.0,7.404199320463652,,7.404199320463652,7.404199320463652
DESHPDHK0000lce9,V2,56,2,206107.50913774132,72.820013671875,143.0,6.292353748173059,206107.50913774132,,206107.50913774132,206107.50913774132,72.820013671875,,72.820013671875,72.820013671875,143.0,,143.0,143.0,6.292353748173059,,6.292353748173059,6.292353748173059
DESHPDHK0000lce9,V2,56,1,210065.7643362266,72.971638671875,108.0,6.236421631890448,210065.7643362266,,210065.7643362266,210065.7643362266,72.971638671875,,72.971638671875,72.971638671875,108.0,,108.0,108.0,6.236421631890448,,6.236421631890448,6.236421631890448
DESHPDHK0000lce9,V2,1,2,223883.5193956518,77.8789267578125,129.0,7.874680396207271,223883.5193956518,,223883.5193956518,223883.5193956518,77.8789267578125,,77.8789267578125,77.8789267578125,129.0,,129.0,129.0,7.874680396207271,,7.874680396207271,7.874680396207271
DESHPDHK0000lce9,V2,58,3,59483.651431567785,61.6761572265625,392.0,7.654821212345332,59483.651431567785,,59483.651431567785,59483.651431567785,61.6761572265625,,61.6761572265625,61.6761572265625,392.0,,392.0,392.0,7.654821212345332,,7.654821212345332,7.654821212345332
DESHPDHK0000lce9,V2,58,2,59478.79796109367,61.91812109375,411.0,7.694763591145019,59478.79796109367,,59478.79796109367,59478.79796109367,61.91812109375,,61.91812109375,61.91812109375,411.0,,411.0,411.0,7.694763591145019,,7.694763591145019,7.694763591145019
DESHPDHK0000lce9,V2,57,4,233572.2790632576,81.4517880859375,201.0,6.94343730785874,233572.2790632576,,233572.2790632576,233572.2790632576,81.4517880859375,,81.4517880859375,81.4517880859375,201.0,,201.0,201.0,6.94343730785874,,6.94343730785874,6.94343730785874
DESHPDHK0000lce9,V2,58,1,63555.8588374275,61.9371826171875,332.0,7.624495287815633,63555.8588374275,,63555.8588374275,63555.8588374275,61.9371826171875,,61.9371826171875,61.9371826171875,332.0,,332.0,332.0,7.624495287815633,,7.624495287815633,7.624495287815633
DESHPDHK0000lce9,V2,57,2,231053.7650548581,81.653509765625,190.0,6.968989873528416,231053.7650548581,,231053.7650548581,231053.7650548581,81.653509765625,,81.653509765625,81.653509765625,190.0,,190.0,190.0,6.968989873528416,,6.968989873528416,6.968989873528416
DESHPDHK0000lce9,V2,57,1,235161.34531895796,81.829494140625,165.0,6.941738696882628,235161.34531895796,,235161.34531895796,235161.34531895796,81.829494140625,,81.829494140625,81.829494140625,165.0,,165.0,165.0,6.941738696882628,,6.941738696882628,6.941738696882628
DESHPDHK0000lce9,V2,56,4,208209.06764415067,72.5874248046875,120.0,6.2591369266638495,208209.06764415067,,208209.06764415067,208209.06764415067,72.5874248046875,,72.5874248046875,72.5874248046875,120.0,,120.0,120.0,6.2591369266638495,,6.2591369266638495,6.2591369266638495
DESHPDHK0000lce9,V2,56,3,205417.86888573316,72.9341943359375,126.0,6.28320719006263,205417.86888573316,,205417.86888573316,205417.86888573316,72.9341943359375,,72.9341943359375,72.9341943359375,126.0,,126.0,126.0,6.28320719006263,,6.28320719006263,6.28320719006263
DESHPDHK0000lce9,V2,57,3,229724.1858735396,81.7923623046875,195.0,6.971466144570043,229724.1858735396,,229724.1858735396,229724.1858735396,81.7923623046875,,81.7923623046875,81.7923623046875,195.0,,195.0,195.0,6.971466144570043,,6.971466144570043,6.971466144570043
DESHPDHK0000lce9,V3,3,2,87903.08188449143,45.4234931640625,2367.0,4.127383920621444,87903.08188449143,,87903.08188449143,87903.08188449143,45.4234931640625,,45.4234931640625,45.4234931640625,2367.0,,2367.0,2367.0,4.127383920621444,,4.127383920621444,4.127383920621444
DESHPDHK0000lce9,V3,3,4,89153.63959745609,46.34744287109375,2309.0,3.855732435669045,89153.63959745609,,89153.63959745609,89153.63959745609,46.34744287109375,,46.34744287109375,46.34744287109375,2309.0,,2309.0,2309.0,3.855732435669045,,3.855732435669045,3.855732435669045
DESHPDHK0000lce9,V3,3,3,87605.90790263817,45.40374072265625,2395.0,4.153994478927386,87605.90790263817,,87605.90790263817,87605.90790263817,45.40374072265625,,45.40374072265625,45.40374072265625,2395.0,,2395.0,2395.0,4.153994478927386,,4.153994478927386,4.153994478927386
DESHPDHK0000lce9,V3,7,1,39838.58655380786,32.57934619140625,2909.0,5.306332032058138,39838.58655380786,,39838.58655380786,39838.58655380786,32.57934619140625,,32.57934619140625,32.57934619140625,2909.0,,2909.0,2909.0,5.306332032058138,,5.306332032058138,5.306332032058138
DESHPDHK0000lce9,V3,3,1,91252.47549370216,46.82507421875,2358.0,4.141369366262103,91252.47549370216,,91252.47549370216,91252.47549370216,46.82507421875,,46.82507421875,46.82507421875,2358.0,,2358.0,2358.0,4.141369366262103,,4.141369366262103,4.141369366262103
DESHPDHK0000lce9,V3,0,4,88681.72211715912,47.98551513671875,2524.0,4.066044267842304,88681.72211715912,,88681.72211715912,88681.72211715912,47.98551513671875,,47.98551513671875,47.98551513671875,2524.0,,2524.0,2524.0,4.066044267842304,,4.066044267842304,4.066044267842304
DESHPDHK0000lce9,V3,2,3,76997.92559210458,44.70585961914063,2668.0,3.996956650980287,76997.92559210458,,76997.92559210458,76997.92559210458,44.70585961914063,,44.70585961914063,44.70585961914063,2668.0,,2668.0,2668.0,3.996956650980287,,3.996956650980287,3.996956650980287
DESHPDHK0000lce9,V3,2,2,77065.29082876988,44.66063012695312,2583.0,3.932497764529058,77065.29082876988,,77065.29082876988,77065.29082876988,44.66063012695312,,44.66063012695312,44.66063012695312,2583.0,,2583.0,2583.0,3.932497764529058,,3.932497764529058,3.932497764529058
DESHPDHK0000lce9,V3,2,1,80227.58420200198,45.14774853515625,2631.0,3.9531052424719646,80227.58420200198,,80227.58420200198,80227.58420200198,45.14774853515625,,45.14774853515625,45.14774853515625,2631.0,,2631.0,2631.0,3.9531052424719646,,3.9531052424719646,3.9531052424719646
DESHPDHK0000lce9,V3,7,2,36643.25831125337,31.91866613769531,2895.0,5.353703028915437,36643.25831125337,,36643.25831125337,36643.25831125337,31.91866613769531,,31.91866613769531,31.91866613769531,2895.0,,2895.0,2895.0,5.353703028915437,,5.353703028915437,5.353703028915437
DESHPDHK0000lce9,V3,0,3,86692.47687683535,46.99540380859375,2609.0,4.35363720764432,86692.47687683535,,86692.47687683535,86692.47687683535,46.99540380859375,,46.99540380859375,46.99540380859375,2609.0,,2609.0,2609.0,4.35363720764432,,4.35363720764432,4.35363720764432
DESHPDHK0000lce9,V3,2,4,78703.52101838916,45.6642802734375,2543.0,3.8492947698061295,78703.52101838916,,78703.52101838916,78703.52101838916,45.6642802734375,,45.6642802734375,45.6642802734375,2543.0,,2543.0,2543.0,3.8492947698061295,,3.8492947698061295,3.8492947698061295
DESHPDHK0000lce9,V3,7,3,35968.755775512866,33.25386694335938,2928.0,5.330721777332605,35968.755775512866,,35968.755775512866,35968.755775512866,33.25386694335938,,33.25386694335938,33.25386694335938,2928.0,,2928.0,2928.0,5.330721777332605,,5.330721777332605,5.330721777332605
DESHPDHK0000lce9,V3,17,1,113323.78509774542,50.87945703125,2285.0,4.918065736751256,113323.78509774542,,113323.78509774542,113323.78509774542,50.87945703125,,50.87945703125,50.87945703125,2285.0,,2285.0,2285.0,4.918065736751256,,4.918065736751256,4.918065736751256
DESHPDHK0000lce9,V3,10,1,107049.93285041732,50.281615234375,2382.0,4.583822319379968,107049.93285041732,,107049.93285041732,107049.93285041732,50.281615234375,,50.281615234375,50.281615234375,2382.0,,2382.0,2382.0,4.583822319379968,,4.583822319379968,4.583822319379968
DESHPDHK0000lce9,V3,10,2,103865.12829507416,49.061043212890624,2398.0,4.511744693947254,103865.12829507416,,103865.12829507416,103865.12829507416,49.061043212890624,,49.061043212890624,49.061043212890624,2398.0,,2398.0,2398.0,4.511744693947254,,4.511744693947254,4.511744693947254
DESHPDHK0000lce9,V3,10,3,103082.94519923266,49.02001000976563,2405.0,4.528871290461413,103082.94519923266,,103082.94519923266,103082.94519923266,49.02001000976563,,49.02001000976563,49.02001000976563,2405.0,,2405.0,2405.0,4.528871290461413,,4.528871290461413,4.528871290461413
DESHPDHK0000lce9,V3,10,4,105154.66654554,50.07283349609375,2326.0,4.310004389431636,105154.66654554,,105154.66654554,105154.66654554,50.07283349609375,,50.07283349609375,50.07283349609375,2326.0,,2326.0,2326.0,4.310004389431636,,4.310004389431636,4.310004389431636
DESHPDHK0000lce9,V3,17,2,110169.677390086,49.324556640625,2302.0,4.892212119579806,110169.677390086,,110169.677390086,110169.677390086,49.324556640625,,49.324556640625,49.324556640625,2302.0,,2302.0,2302.0,4.892212119579806,,4.892212119579806,4.892212119579806
DESHPDHK0000lce9,V3,17,3,109319.76914155977,49.22602490234375,2317.0,4.934295236295578,109319.76914155977,,109319.76914155977,109319.76914155977,49.22602490234375,,49.22602490234375,49.22602490234375,2317.0,,2317.0,2317.0,4.934295236295578,,4.934295236295578,4.934295236295578
DESHPDHK0000lce9,V3,17,4,111904.08438378372,50.31181884765625,2264.0,4.6865875205823855,111904.08438378372,,111904.08438378372,111904.08438378372,50.31181884765625,,50.31181884765625,50.31181884765625,2264.0,,2264.0,2264.0,4.6865875205823855,,4.6865875205823855,4.6865875205823855
DESHPDHK0000lce9,V3,18,1,90822.13212286992,47.4436767578125,2465.0,4.130223445241377,90822.13212286992,,90822.13212286992,90822.13212286992,47.4436767578125,,47.4436767578125,47.4436767578125,2465.0,,2465.0,2465.0,4.130223445241377,,4.130223445241377,4.130223445241377
DESHPDHK0000lce9,V3,18,2,88038.02957228867,46.49788696289063,2489.0,4.15532511639385,88038.02957228867,,88038.02957228867,88038.02957228867,46.49788696289063,,46.49788696289063,46.49788696289063,2489.0,,2489.0,2489.0,4.15532511639385,,4.15532511639385,4.15532511639385
DESHPDHK0000lce9,V3,18,3,87582.68218646159,46.43715893554688,2517.0,4.199428429901287,87582.68218646159,,87582.68218646159,87582.68218646159,46.43715893554688,,46.43715893554688,46.43715893554688,2517.0,,2517.0,2517.0,4.199428429901287,,4.199428429901287,4.199428429901287
DESHPDHK0000lce9,V3,30,2,104275.40228879314,49.75957080078125,2444.0,5.128660409503055,104275.40228879314,,104275.40228879314,104275.40228879314,49.75957080078125,,49.75957080078125,49.75957080078125,2444.0,,2444.0,2444.0,5.128660409503055,,5.128660409503055,5.128660409503055
DESHPDHK0000lce9,V3,0,2,87527.14223186734,47.12172705078125,2585.0,4.313593613313577,87527.14223186734,,87527.14223186734,87527.14223186734,47.12172705078125,,47.12172705078125,47.12172705078125,2585.0,,2585.0,2585.0,4.313593613313577,,4.313593613313577,4.313593613313577
DESHPDHK0000lce9,V3,7,4,38122.02035190247,32.193419555664065,2853.0,5.295932466289033,38122.02035190247,,38122.02035190247,38122.02035190247,32.193419555664065,,32.193419555664065,32.193419555664065,2853.0,,2853.0,2853.0,5.295932466289033,,5.295932466289033,5.295932466289033
DESHPDHK0000lce9,V3,0,1,90550.99793667844,48.1208701171875,2569.0,4.334802177123537,90550.99793667844,,90550.99793667844,90550.99793667844,48.1208701171875,,48.1208701171875,48.1208701171875,2569.0,,2569.0,2569.0,4.334802177123537,,4.334802177123537,4.334802177123537
DESHPDHK0000lce9,V3,21,1,105255.38366330552,49.366142578125,2218.0,4.91149224484978,105255.38366330552,,105255.38366330552,105255.38366330552,49.366142578125,,49.366142578125,49.366142578125,2218.0,,2218.0,2218.0,4.91149224484978,,4.91149224484978,4.91149224484978
DESHPDHK0000lce9,V3,20,1,35320.54019559796,31.005533447265623,2809.0,4.6431970037889885,35320.54019559796,,35320.54019559796,35320.54019559796,31.005533447265623,,31.005533447265623,31.005533447265623,2809.0,,2809.0,2809.0,4.6431970037889885,,4.6431970037889885,4.6431970037889885
