base_building_group,variant,sample_id,seed,annual_heating_kWh,peak_heating_kW,overheating_hours_any_zone_gt_26C,mean_interzone_spread_C,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_any_zone_gt_26C_mean,overheating_hours_any_zone_gt_26C_std,overheating_hours_any_zone_gt_26C_min,overheating_hours_any_zone_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max
DESHPDHK0000lce9,V2,18,4,94226.12541222652,48.2640947265625,2358.0,3.8587912507367914,94226.12541222652,,94226.12541222652,94226.12541222652,48.2640947265625,,48.2640947265625,48.2640947265625,2358.0,,2358.0,2358.0,3.8587912507367914,,3.8587912507367914,3.8587912507367914
DESHPDHK0000lce9,V2,7,1,34426.222360209635,31.90655517578125,2640.0,3.971875155357151,34426.222360209635,,34426.222360209635,34426.222360209635,31.90655517578125,,31.90655517578125,31.90655517578125,2640.0,,2640.0,2640.0,3.971875155357151,,3.971875155357151,3.971875155357151
DESHPDHK0000lce9,V2,7,3,31047.50746495348,29.0757041015625,2697.0,4.079276701560674,31047.50746495348,,31047.50746495348,31047.50746495348,29.0757041015625,,29.0757041015625,29.0757041015625,2697.0,,2697.0,2697.0,4.079276701560674,,4.079276701560674,4.079276701560674
DESHPDHK0000lce9,V2,7,4,32974.05553315395,31.24117431640625,2740.0,4.139623249438431,32974.05553315395,,32974.05553315395,32974.05553315395,31.24117431640625,,31.24117431640625,31.24117431640625,2740.0,,2740.0,2740.0,4.139623249438431,,4.139623249438431,4.139623249438431
DESHPDHK0000lce9,V2,10,1,107546.92424783391,50.6984755859375,2210.0,4.035765957143833,107546.92424783391,,107546.92424783391,107546.92424783391,50.6984755859375,,50.6984755859375,50.6984755859375,2210.0,,2210.0,2210.0,4.035765957143833,,4.035765957143833,4.035765957143833
DESHPDHK0000lce9,V2,10,2,103460.748055299,49.1670439453125,2305.0,4.146476105540982,103460.748055299,,103460.748055299,103460.748055299,49.1670439453125,,49.1670439453125,49.1670439453125,2305.0,,2305.0,2305.0,4.146476105540982,,4.146476105540982,4.146476105540982
DESHPDHK0000lce9,V2,10,3,103427.23758876655,49.1693447265625,2261.0,4.168922534912585,103427.23758876655,,103427.23758876655,103427.23758876655,49.1693447265625,,49.1693447265625,49.1693447265625,2261.0,,2261.0,2261.0,4.168922534912585,,4.168922534912585,4.168922534912585
DESHPDHK0000lce9,V2,10,4,106298.62479471492,50.2783681640625,2251.0,4.0338032703641336,106298.62479471492,,106298.62479471492,106298.62479471492,50.2783681640625,,50.2783681640625,50.2783681640625,2251.0,,2251.0,2251.0,4.0338032703641336,,4.0338032703641336,4.0338032703641336
DESHPDHK0000lce9,V2,17,1,120005.59612353749,52.1172333984375,2123.0,4.400286939777941,120005.59612353749,,120005.59612353749,120005.59612353749,52.1172333984375,,52.1172333984375,52.1172333984375,2123.0,,2123.0,2123.0,4.400286939777941,,4.400286939777941,4.400286939777941
DESHPDHK0000lce9,V2,17,2,116143.29813417386,49.506724609375,2223.0,4.518913545097995,116143.29813417386,,116143.29813417386,116143.29813417386,49.506724609375,,49.506724609375,49.506724609375,2223.0,,2223.0,2223.0,4.518913545097995,,4.518913545097995,4.518913545097995
