datetime,p05_heat_kW,p50_heat_kW,p95_heat_kW
2021-01-01 00:00:00,18.201334806315103,42.03447045898437,69.18143020833334
2021-01-01 01:00:00,21.95076368408203,52.20725170898437,85.7427071451823
2021-01-01 02:00:00,22.046125826009117,53.02370198567708,86.73823662109375
2021-01-01 03:00:00,21.562292340087893,52.890471598307286,87.98624402669272
2021-01-01 04:00:00,21.495451175944005,52.347772786458336,87.8790647623698
2021-01-01 05:00:00,22.107249202473962,51.08551017252604,85.37102836914062
2021-01-01 06:00:00,21.171004018147787,47.949019897460936,80.51056486002605
2021-01-01 07:00:00,20.316599989827473,44.67727111816407,75.49185406901043
2021-01-01 08:00:00,18.987773099772134,40.452020467122395,69.49213616536458
2021-01-01 09:00:00,29.321440356445315,44.81040055338542,69.06074692382812
2021-01-01 10:00:00,26.753938948567708,42.14299072265625,67.11045377604167
2021-01-01 11:00:00,22.93012783610026,37.18603165690104,61.62302080078125
2021-01-01 12:00:00,14.618105911636354,31.425725280761718,58.52159783528646
2021-01-01 13:00:00,17.048555934143067,31.573760050455732,56.61885315755208
2021-01-01 14:00:00,21.57329830932617,33.2259717203776,55.73217594401042
2021-01-01 15:00:00,28.20951072998047,39.91234928385417,57.68549744466145
2021-01-01 16:00:00,23.24010174153646,34.67261629231771,57.0735397623698
2021-01-01 17:00:00,24.224678544108073,36.22653946940105,55.63492869466146
2021-01-01 18:00:00,22.49456041056315,34.92876542154948,54.40815392252604
2021-01-01 19:00:00,23.138287066650392,35.41833312988281,54.65732983398438
2021-01-01 20:00:00,22.748788212076825,35.51231079101562,54.717518375651046
2021-01-01 21:00:00,24.877403511555986,37.648553466796876,56.47659176432292
2021-01-01 22:00:00,28.045451432291667,41.146314615885416,57.337037076822924
2021-01-01 23:00:00,29.163840470377604,42.53046158854167,57.23413487955729
2021-01-02 00:00:00,27.676236946614583,41.205663818359376,57.233024430338546
2021-01-02 01:00:00,29.568064562988283,43.55232405598959,57.13830338541666
2021-01-02 02:00:00,28.704470686848957,43.51198486328124,56.57625405273438
2021-01-02 03:00:00,29.2828857421875,45.36516210937501,55.904467399088546
2021-01-02 04:00:00,26.844879248046873,42.70552001953126,55.29098987630209
2021-01-02 05:00:00,25.739175028483075,41.91754817708333,54.486247265625
2021-01-02 06:00:00,21.930771372477214,38.69789347330729,50.52858586425781
2021-01-02 07:00:00,21.002169368489582,38.08511507161458,49.48199484049479
2021-01-02 08:00:00,20.827606384277342,38.06691723632812,49.47899848632813
2021-01-02 09:00:00,18.79994037882487,34.51941088867187,48.26520388183594
2021-01-02 10:00:00,13.22049708668391,28.09626639811198,46.35410284830729
2021-01-02 11:00:00,11.469849739011131,25.94207598876953,45.05566099446615
2021-01-02 12:00:00,9.693514716879529,23.77236973063151,45.19152790527343
2021-01-02 13:00:00,8.61851413269043,21.933917897542315,46.82998360188802
2021-01-02 14:00:00,6.895583046849569,19.87217413330078,45.64726568196615
2021-01-02 15:00:00,6.303976709238689,18.927987447102865,46.37605944010417
2021-01-02 16:00:00,9.833594101460774,23.330225341796876,47.31139668782553
2021-01-02 17:00:00,12.28974598134359,25.6727045694987,47.159210913085936
2021-01-02 18:00:00,12.808380069478352,27.167402913411458,47.288649845377606
2021-01-02 19:00:00,15.140249977620444,29.32832889811198,49.71793940429687
2021-01-02 20:00:00,15.649768227132162,29.684404988606772,51.34409189453125
2021-01-02 21:00:00,17.87619116414388,32.384715169270834,51.26367080078125
2021-01-02 22:00:00,18.521402227783206,33.136801350911455,52.40479908854167
2021-01-02 23:00:00,18.430039001464845,33.0840078125,53.758004101562506
2021-01-03 00:00:00,24.44967276611328,40.38296997070313,54.88931549479167
2021-01-03 01:00:00,22.480719360351564,38.48795068359375,55.717168277994794
2021-01-03 02:00:00,22.78920682779948,38.568398437499994,56.665990673828134
2021-01-03 03:00:00,22.5790448038737,38.633601318359375,57.59646839192708
2021-01-03 04:00:00,23.303587410481768,39.81394490559896,58.25880069986979
2021-01-03 05:00:00,22.60930410970052,39.439812418619795,59.36065927734376
2021-01-03 06:00:00,23.79185832926432,42.0873154296875,58.179042187499995
2021-01-03 07:00:00,17.732251186116535,36.203224772135414,56.28172385253907
2021-01-03 08:00:00,21.138879125976562,40.127365071614584,57.3273076171875
2021-01-03 09:00:00,19.861212548828124,38.66597005208334,56.20761686197917
2021-01-03 10:00:00,15.195247010294597,33.830743977864586,54.766457649739586
2021-01-03 11:00:00,9.588752067565917,27.747636962890624,51.40205632324219
2021-01-03 12:00:00,7.979385446770986,25.701997314453124,51.40797739257813
2021-01-03 13:00:00,7.567701150957743,24.95170867919922,52.080449389648436
2021-01-03 14:00:00,7.323599576568604,24.042734476725258,52.67581203613282
2021-01-03 15:00:00,7.138989985148112,23.78054697672526,53.820397265625004
2021-01-03 16:00:00,9.157409542338053,25.986247924804687,54.74924262695312
2021-01-03 17:00:00,11.943314263916017,28.997568603515624,54.81424085286459
2021-01-03 18:00:00,13.485032697550455,31.09341288248698,54.799383544921874
2021-01-03 19:00:00,15.39154404703776,33.449610351562505,55.08710463867188
2021-01-03 20:00:00,18.288906123860677,36.56843733723959,56.913454524739585
2021-01-03 21:00:00,20.677418060302735,39.35515006510417,57.789916259765626
2021-01-03 22:00:00,21.101410548909506,40.10348486328125,58.457765494791666
2021-01-03 23:00:00,20.82013887125651,40.11478206380208,58.98559462890625
2021-01-04 00:00:00,20.11559554239909,39.65755883789062,59.334117854817706
2021-01-04 01:00:00,20.06551209716797,39.90799666341146,59.61797548828126
2021-01-04 02:00:00,20.48657586669922,40.651625813802085,59.997285579427086
2021-01-04 03:00:00,20.088658518473306,40.501319010416665,60.277431705729164
2021-01-04 04:00:00,21.326256486002606,42.12655818684895,60.64869793294271
2021-01-04 05:00:00,20.900739251708984,42.008294921875006,60.82731650390625
2021-01-04 06:00:00,17.18948316040039,39.05543237304687,57.57985475260417
2021-01-04 07:00:00,16.755767749023438,38.945173095703126,57.26903172200521
2021-01-04 08:00:00,15.414842619832356,37.64775008138021,57.13284371744792
2021-01-04 09:00:00,14.114737363688153,36.16847802734375,56.396501578776046
2021-01-04 10:00:00,14.195562056477865,36.06718896484375,56.85334436848958
2021-01-04 11:00:00,10.073512100346884,32.16818688964844,53.45866217447917
2021-01-04 12:00:00,7.500274992879231,29.330144246419273,50.070341064453125
2021-01-04 13:00:00,10.125693646240233,31.962299723307293,53.66022457682292
2021-01-04 14:00:00,12.232310965474447,34.01281335449218,55.01847067057292
2021-01-04 15:00:00,10.577400262451173,32.38676017252604,54.19129282226563
2021-01-04 16:00:00,10.660920921325683,32.59017032877604,53.77088720703125
2021-01-04 17:00:00,12.462946957397461,34.46703629557291,54.876319287109375
2021-01-04 18:00:00,11.59956115620931,33.81926961263021,53.83134604492188
2021-01-04 19:00:00,13.576007877604168,35.93848331705729,54.1421616048177
2021-01-04 20:00:00,14.894205438232422,37.25330346679687,54.89052705078125
2021-01-04 21:00:00,14.914895521036785,37.38523111979167,54.68575983072917
2021-01-04 22:00:00,15.317090500895182,37.54110034179688,55.61064275716146
2021-01-04 23:00:00,16.591757916259766,38.700441243489585,56.33018543294272
2021-01-05 00:00:00,16.022870904541016,38.03111157226563,56.35383046875
2021-01-05 01:00:00,16.43664579264323,38.45525594075521,56.25385755208334
2021-01-05 02:00:00,16.29713731282552,38.277976481119794,56.02363525390625
2021-01-05 03:00:00,13.445343764241535,35.03308447265624,55.6885405436198
2021-01-05 04:00:00,11.344334615071617,32.48493277994791,55.3991583984375
2021-01-05 05:00:00,11.788122802734375,32.675322916666666,55.222901692708334
2021-01-05 06:00:00,8.601508744303384,29.545705932617185,52.16814653320313
2021-01-05 07:00:00,7.122844433848064,28.082898274739584,50.48476890462239
2021-01-05 08:00:00,8.160104083251953,28.213964152018228,50.32256178385417
2021-01-05 09:00:00,5.958059564717611,25.453558146158855,49.14520748697917
2021-01-05 10:00:00,4.148320875064532,22.48012727864583,48.98990949707032
2021-01-05 11:00:00,1.7645765724817912,17.300141087849937,47.136967822265625
2021-01-05 12:00:00,0.623840885925293,15.117289873758953,49.35472827962239
2021-01-05 13:00:00,0.8486187447210154,14.954658327738445,48.581120890299474
2021-01-05 14:00:00,0.841758633295695,14.87169976679484,48.86739424641927
