region,assigned_zone,iou,coverage,fragmentation,purity,gt_area,pred_area,area_error_percent,centroid_distance,similarity_score,building_id
A2,5.0,0.8870606870560728,0.991082990846006,2,0.9891641634148532,92.52793232138474,83.79124463540394,9.442216492674833,0.621156752716491,0.904395883478437,467
A3,4.0,0.7797590253519897,0.9978003960867404,2,0.8288588670609963,82.89207643474259,92.94638054595455,12.1293910632427,0.6684363708801301,0.8428451257458849,467
S0,0.0,0.8134286470314738,1.0,1,0.8243162837676233,11.89583970005538,14.200576954956963,19.374313314686432,0.2238111640827313,0.8526832611269526,467
S1,1.0,0.8584916014723375,1.0000000000000004,2,0.9281471380240012,11.88499153527124,11.775663233047204,0.919885402522858,0.0531423436542767,0.9256175286385048,467
A0,,0.0,0.9997800984517984,2,0.0,66.11487060652331,0.0,100.0,,0.0,553
A1,3.0,0.6578074447770036,0.9997783399333536,3,0.8818247500581515,66.23537432582128,54.18575081002547,18.19212715024753,0.7769107432811119,0.7640006359308551,553
A2,4.0,0.8226513001583187,0.9993534286402156,2,0.8688826885793279,65.15830706651859,70.43526607601414,8.098674209120308,0.3809979875362096,0.8815540148679534,553
A3,6.0,0.6968714390345306,0.9987990869540856,1,0.697455829067003,65.3565517221161,93.59454959870428,43.2060705966418,1.4148936043949092,0.7050482029157881,553
A4,2.0,0.8366396879158211,0.9989470047252238,1,0.8550615433743354,65.75164587761948,74.96649717514663,14.01463214271218,0.4995152316104964,0.8707953828108677,553
A5,5.0,0.6167879586886906,0.998332242606238,1,0.617424134665766,65.83758493607766,106.45483408677234,61.69310309624867,2.213147655432356,0.5988325302179147,553
S0,1.0,0.8777028126544476,1.0,2,0.981449079131464,12.839314919966162,11.675807581087655,9.062067144012175,0.2112140220826637,0.9109158879151268,553
S1,0.0,0.8789134061973484,1.0,2,0.9823110152924852,12.830660368966695,11.664729169805534,9.087070857094629,0.2233346635260861,0.9111556593677854,553
A0,2.0,0.8711165138400132,0.9984903535513628,1,0.8880114652127568,87.68220087331774,96.62950776473158,10.204245334056813,0.6204464258905938,0.8945364829375997,696
A1,1.0,0.8905575457718281,0.9980102552732124,2,0.9802624976450768,107.08315639942003,99.06013022614992,7.492332541398258,0.4465792579227413,0.9153834600843498,696
S0,0.0,0.6996158599808489,0.9999999999999998,3,0.854222340671774,13.141040464453662,12.22183601422581,6.99491377957695,0.4927836835062261,0.8200010534538263,696
A0,4.0,0.597871667578721,0.9990874963346686,2,0.9416949244253972,92.996684967775,61.312172055764094,34.07058318583092,1.7760392107964809,0.6693583955548712,712
A1,6.0,0.9214873061273556,0.9920303448035172,1,0.9698236521401618,107.58417357142432,105.23960786410191,2.179284953809565,0.159711148517253,0.9513026619662224,712
A2,5.0,0.8784739479439486,0.9953650928236908,1,0.9381587712794954,92.76648933325583,92.20402130153248,0.606326741225218,0.5021650881239997,0.9251670299158112,712
A3,2.0,0.6018528965362512,0.994035231345085,2,0.971702283431247,107.117798683497,67.53021983596709,36.957050400652925,2.1797014427018846,0.6540412861989462,712
S0,0.0,0.6840465282730207,1.0,2,0.8047059353579856,13.01800617457542,13.268832507821534,1.92676458961884,0.4715632093159783,0.8254172724295638,712
S1,1.0,0.6204209719157425,1.0000000000000002,3,0.7504630982167567,12.805666251991273,13.33831664854474,4.159489916978297,0.5914971476314912,0.7850243324746382,712
A0,4.0,0.7916448098686951,0.9988799100988291,2,0.8346674293054493,81.66602579485703,91.8614227833819,12.484257546871987,0.7628579341252429,0.8455403127140364,721
A1,6.0,0.6026056522974539,0.9987823815087148,2,0.6924313100621616,96.15538226200844,114.26754184312352,18.83634504386064,2.3701910416876166,0.694957187496885,721
A2,3.0,0.5840848892479266,0.9984523335043204,3,0.7130786359550731,57.70107654625097,61.78333389577912,7.0748374101061495,0.8828794120859513,0.7522833657965491,721
A3,2.0,0.7006901593638931,0.9995734029922853,3,0.8093443032062995,96.2933045537442,99.8466862331848,3.690164851967844,1.1077688159239374,0.8134254471539285,721
A4,,0.0,0.9998581365143556,2,0.0,57.68765505502605,0.0,100.0,,0.0,721
A5,5.0,0.7469082801508982,0.9970854055358048,1,0.7485425717760334,81.88251925419138,109.07043633222624,33.20356692206094,1.2477298387172295,0.759251976802366,721
S0,0.0,0.4390634330692642,1.0000000000000002,3,0.6143221065889564,13.410910756756758,13.232445813155548,1.3307443978873408,0.9827601617088976,0.6916358514971913,721
S1,1.0,0.7265449113196016,1.0000000000000002,3,0.868866724960061,13.62956316958727,12.800653599981638,6.081703127912737,0.3908861802594375,0.838296043333533,721
A0,2.0,0.5885058004676559,0.9911223800576556,2,0.9825847799719156,94.02963071109508,56.9113899118253,39.475046874655,1.9255992162978228,0.6474253026397448,803
