building_id,variant,sample_id,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_meanTair_gt_26C_mean,overheating_hours_meanTair_gt_26C_std,overheating_hours_meanTair_gt_26C_min,overheating_hours_meanTair_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max,weather_key,wwr_factor,gains_scale,sa_tabula_year_class,sa_tset_mean_K,sa_tset_spread_K,sa_retrofit_state,sa_retrofit_is_standard,n_zones
DESHPDHK0000lce9_1,V2,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V2,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V2,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V2,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V2,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V2,1,227410.62432925068,2522.399221599864,225451.8743607825,230256.80721841156,77.95800553385418,0.09069298524959685,77.853287109375,78.011234375,19.0,3.0,16.0,22.0,7.889910476708376,0.01650406867703641,7.8714224906044485,7.903158225529873,TRY_B,0.8908954887139108,1.021833914806334,5.0,293.6614166166424,1.9434068520031045,standard,True,6.0
DESHPDHK0000lce9_4,V2,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V2,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V2,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V2,0,214949.47421192806,2714.4345457101717,212945.3136552272,218038.57635172797,79.15701757812501,0.08887931305175754,79.0544462890625,79.211283203125,43.0,2.6457513110645907,41.0,46.0,6.343620965321427,0.02653711704397388,6.313059661938388,6.3608312886567635,TRY_B,1.129104645308332,0.9773656795309325,5.0,294.16835551224983,0.9950452772842244,standard,True,6.0
DESHPDHK0000lce9_3,V2,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V2,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V2,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V2,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V2,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V3,0,211208.16851903443,2575.277734892303,209101.74010788393,214079.14919018096,77.91431038411459,0.06404114501317697,77.84215673828125,77.96441064453126,34.333333333333336,5.033222956847167,29.0,39.0,6.5901264373114,0.007100849437590906,6.5854491107663335,6.59829725499105,TRY_B,1.129104645308332,0.9773656795309325,5.0,294.16835551224983,0.9950452772842244,standard,True,11.0
DESHPDHK0000lce9_3,V3,16,205423.2006514369,2487.873299635053,203334.6760395179,208175.6966252807,74.41074169921875,0.08345651222387067,74.3149052734375,74.46740771484374,32.333333333333336,3.785938897200182,28.0,35.0,6.503001390978279,0.01792771416864059,6.486284224413642,6.5219337716792225,TRY_B,1.1219057429987207,0.9549913516120698,5.0,293.7795466999801,0.8393237984710207,standard,True,11.0
DESHPDHK0000lce9_3,V3,1,219400.53160757254,2567.8519940522315,217885.6632186066,222365.39511835124,75.2298251953125,0.07243080865928296,75.147818359375,75.2850546875,13.0,1.0,12.0,14.0,8.009527206348332,0.012098681297309836,8.000768498870396,8.023332156706127,TRY_B,0.8908954887139108,1.021833914806334,5.0,293.6614166166424,1.9434068520031045,standard,True,11.0
DESHPDHK0000lce9_3,V3,2,85164.86813850305,1962.3477194088998,83993.14678950768,87430.34495429632,44.887281087239586,0.358606037933674,44.65996801757812,45.300678955078126,1960.3333333333333,12.423096769056167,1946.0,1968.0,4.0879828221530445,0.02963023259134057,4.066427986067516,4.121770943453455,TRY_A,0.8255269024416702,1.1310524687970327,6.0,293.9038403001458,1.1324462823746604,standard,True,11.0
DESHPDHK0000lce9_3,V3,3,202281.0779792145,2612.6720743373094,200434.24394577078,205270.39877097224,76.03765332031249,0.05504592801355849,75.97430810546875,76.07386376953124,17.666666666666668,1.5275252316519463,16.0,19.0,6.211979900026724,0.008522559432874983,6.203300146027363,6.220336046709807,TRY_B,1.0526657596488258,1.1032350960341495,5.0,293.7251811832662,0.5116085777850673,standard,True,11.0
DESHPDHK0000lce9_3,V3,4,103484.79952811867,1949.7272044844126,102344.5399385929,105736.08732356962,50.3077870279948,0.11870280362508753,50.22238134765625,50.44333251953125,1748.3333333333333,14.1891977691952,1733.0,1761.0,4.74943078208749,0.05914182059228873,4.685104709743244,4.801452626268719,TRY_A,0.9418103872519473,1.1882792097579613,4.0,293.6704711861492,1.2285480631851473,standard,True,11.0
DESHPDHK0000lce9_3,V3,5,98589.6351647097,2149.7025129871404,97148.09361665764,101060.46004312021,49.67104549153646,0.5985861941777723,49.23513159179687,50.3535341796875,1984.0,14.106735979665885,1969.0,1997.0,4.968497387882022,0.027783733890197674,4.937612564266308,4.9914585510191225,TRY_A,1.157248448528879,1.1113533988295048,5.0,294.02229928267036,1.3248120574773004,standard,True,11.0
DESHPDHK0000lce9_3,V3,6,107092.46574479656,2149.0687316045646,105414.35369667946,109514.69938953879,49.362461018880204,0.6694661111636906,48.89511791992187,50.1294033203125,1769.6666666666667,12.662279942148361,1756.0,1781.0,5.204228420088484,0.024572381965383677,5.178649505242519,5.227652316468452,TRY_A,0.8778554831407871,0.9866884014908137,5.0,294.55712551775713,1.7607089583956002,standard,True,11.0
DESHPDHK0000lce9_3,V3,7,93866.67564116133,2672.6533032793527,91913.4310992432,96912.52542477587,75.91807356770833,0.06777379049393978,75.839826171875,75.95833544921875,30.666666666666668,4.041451884327381,26.0,33.0,9.388885248407213,0.013653667322572553,9.379211223747292,9.404503381574774,TRY_B,0.8175215063148915,0.8617157968270192,5.0,294.5658139132884,1.0379203880565346,retrofit,False,11.0
DESHPDHK0000lce9_3,V3,8,228440.96902856193,2975.2095123128074,226646.91120725157,231875.29749632557,83.24755745442708,0.00290964598139393,83.2443125,83.24993408203125,36.333333333333336,2.5166114784235836,34.0,39.0,8.1049516963273,0.015321155187952091,8.091921867838249,8.12183027177107,TRY_B,1.0732195812969818,1.097904862363127,5.0,294.3277485562038,1.5074822679197077,standard,True,11.0
DESHPDHK0000lce9_3,V3,9,117806.03689608896,2166.521604665786,116521.63530782548,120307.41769321484,52.42281225585938,0.9863214061896163,51.823452392578126,53.56118505859375,2013.0,8.54400374531753,2005.0,2022.0,4.774639879573642,0.02389242232429625,4.757880428694331,4.80199823639679,TRY_A,1.187003892973684,0.9303301432552608,5.0,294.16986718220073,1.7309759242710185,standard,True,11.0
DESHPDHK0000lce9_3,V3,10,106187.02631925147,2097.286141494395,104605.71297117109,108566.13986418604,49.477446614583336,0.7285282365854383,49.044101318359374,50.318548828125,1828.0,17.349351572897472,1808.0,1839.0,4.553679802208847,0.035068141166485926,4.528306957358518,4.593696401783518,TRY_A,0.9481838824139476,0.9878223245103231,5.0,294.28653069195923,1.598985319869216,standard,True,11.0
DESHPDHK0000lce9_3,V3,11,228002.52188108108,2724.2556740719447,225969.77388373215,231097.96313748643,78.32864176432291,0.07083894572874784,78.247439453125,78.37777490234375,8.0,1.0,7.0,9.0,7.105142947015793,0.007966678230023812,7.100348575462725,7.114339284436399,TRY_B,0.8757885436337143,0.8519686021341887,5.0,294.11782458525266,1.316099493250095,standard,True,11.0
DESHPDHK0000lce9_3,V3,12,245949.0706605057,2523.9910289444833,244135.75495165138,248831.69544765438,88.93094628906249,0.10862991505050587,88.80627685546875,89.0052646484375,23.666666666666668,0.5773502691896255,23.0,24.0,6.998474197727323,0.012907488396499764,6.983934886432951,7.008582792792634,TRY_B,0.9902819704903735,0.8907637396203537,5.0,294.6250130173052,1.1492705082649117,standard,True,11.0
DESHPDHK0000lce9_3,V3,13,102250.18339102615,2014.2958968556172,100890.84894290828,104564.33688107492,49.41937150065104,0.61684774053614,49.044259765625,50.131302734375,1914.3333333333333,13.316656236958753,1899.0,1923.0,4.42868936979412,0.02904688700979151,4.405838293104519,4.461377383666339,TRY_A,1.0679255978730042,0.9748607675489322,5.0,294.41331053736974,0.925296360898044,standard,True,11.0
DESHPDHK0000lce9_3,V3,14,88352.29836206896,1745.0201640961207,87191.72766750428,90359.08366388698,47.148497802734376,0.4467457962716909,46.866780029296876,47.66360009765625,1975.0,15.620499351813308,1957.0,1985.0,4.130491085667157,0.03922197222364996,4.087478573253447,4.164277648751615,TRY_A,1.133071278423135,1.0801060408008996,5.0,294.0836738213191,0.9687277729782862,standard,True,11.0
DESHPDHK0000lce9_3,V3,15,38238.22113624841,1970.4472300090658,36793.312963488366,40482.79301224552,31.015239664713544,1.2263900581817155,30.1819482421875,32.423475830078125,2290.3333333333335,12.013880860626792,2278.0,2302.0,4.753518279772692,0.03731919991398776,4.723512616226656,4.795306700928655,TRY_A,0.9249466565528164,1.1329039205580804,5.0,293.7933835247956,1.0197474106288174,retrofit,False,11.0
DESHPDHK0000lce9_3,V3,17,236333.32959979345,2889.245415184099,234045.60142906403,239580.1591941004,85.47990804036459,0.07611004603970402,85.3929599609375,85.5344619140625,16.0,2.0,14.0,18.0,7.563121216112916,0.016357893528790808,7.552210713423441,7.5819294214003765,TRY_B,0.9153312415720977,1.0729982015899902,5.0,294.00382413415696,1.8559371822267299,standard,True,11.0
DESHPDHK0000lce9_3,V3,18,217218.945642986,2271.7742879042835,215493.94312906242,219792.94716591356,75.49721565755209,0.07969661031119347,75.405541015625,75.5500078125,4.666666666666667,0.5773502691896257,4.0,5.0,6.459642268404604,0.0079761483094482,6.452179832880839,6.468048203686782,TRY_B,0.855900993443724,0.8799632809900434,5.0,294.1546509747472,0.8129223162871597,standard,True,11.0
DESHPDHK0000lce9_4,V3,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V3,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V3,19,42847.21947758309,2279.514680882272,41093.56168059126,45423.96026457356,31.630588419596354,1.3119740282435302,30.575801025390625,33.09970581054687,2158.0,15.588457268119896,2140.0,2167.0,4.771110803756306,0.008620363052968132,4.763850107270281,4.780637962498932,TRY_A,0.8029449079004023,1.1147697510008554,5.0,294.6235494851678,1.0958892754048333,retrofit,False,11.0
DESHPDHK0000lce9_8,V3,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V3,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V3,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V3,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V3,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V4,6,106021.221624702,2812.257483213703,103791.12685887319,109180.48038451916,48.842074951171874,0.691465360658818,48.35263818359375,49.633111083984375,1774.6666666666667,17.897858344878376,1755.0,1790.0,4.677453733572738,0.01982204884020734,4.6563037062001555,4.695606403679574,TRY_A,0.8778554831407871,0.9866884014908137,5.0,294.55712551775713,1.7607089583956002,standard,True,11.0
DESHPDHK0000lce9_8,V4,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,19,,,,,,,,,,,,,,,,,,,,,,,,,
