building_id,variant,sample_id,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_meanTair_gt_26C_mean,overheating_hours_meanTair_gt_26C_std,overheating_hours_meanTair_gt_26C_min,overheating_hours_meanTair_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max,weather_key,wwr_factor,gains_scale,sa_tabula_year_class,sa_tset_mean_K,sa_tset_spread_K,sa_retrofit_state,sa_retrofit_is_standard,n_zones
DESHPDHK0000lce9_4,V4,0,211895.75813733414,3428.033602572766,209170.4109700793,215744.54847079853,77.84328987630208,0.06534828215257137,77.7696181640625,77.89425927734375,15.666666666666666,1.1547005383792515,15.0,17.0,5.8354597721216726,0.007143462218874146,5.827682044024123,5.8417275564513576,TRY_B,1.129104645308332,0.9773656795309325,5.0,294.16835551224983,0.9950452772842244,standard,True,11.0
DESHPDHK0000lce9_4,V4,1,218540.79675274008,3360.9878290008996,216531.93267807298,222420.91793075387,74.57894921875,0.07174336967670017,74.49783984375,74.6341005859375,8.0,1.0,7.0,9.0,7.416802066576129,0.015826144858878743,7.403087872428014,7.434118968631402,TRY_B,0.8908954887139108,1.021833914806334,5.0,293.6614166166424,1.9434068520031045,standard,True,11.0
DESHPDHK0000lce9_4,V4,2,86579.5775858005,2559.451068047516,85009.48244324414,89533.00951005217,44.83411857096354,0.47913390754422774,44.528939453125,45.38635620117188,1954.6666666666667,16.196707484341776,1936.0,1965.0,3.4770673143624666,0.03868650991737619,3.4438233599245343,3.5195306473814627,TRY_A,0.8255269024416702,1.1310524687970327,6.0,293.9038403001458,1.1324462823746604,standard,True,11.0
DESHPDHK0000lce9_4,V4,3,203788.81320633518,3463.767840263526,201381.5540143653,207758.58000756704,75.91709440104167,0.04654137917666002,75.86369775390625,75.9490556640625,8.666666666666666,1.5275252316519468,7.0,10.0,5.453988071664152,0.007282658657753507,5.44696753434076,5.461507225319646,TRY_B,1.0526657596488258,1.1032350960341495,5.0,293.7251811832662,0.5116085777850673,standard,True,11.0
DESHPDHK0000lce9_4,V4,4,104069.0410245222,2511.2869009140954,102499.57725716772,106965.44274766863,50.32232364908854,0.10210449052796411,50.24250732421875,50.437380615234375,1751.6666666666667,20.984120980716167,1728.0,1768.0,4.163086379884709,0.05371446353607303,4.104260757597816,4.209525735448206,TRY_A,0.9418103872519473,1.1882792097579613,4.0,293.6704711861492,1.2285480631851473,standard,True,11.0
DESHPDHK0000lce9_4,V4,5,98531.56829510823,2730.266162419932,96793.66456637275,101678.48444582701,49.35838427734375,0.6132390943734393,48.8987431640625,50.05469140625,1966.3333333333333,18.58314648635515,1945.0,1979.0,4.469318046347764,0.024868375607928924,4.4460051873682485,4.4954940853373655,TRY_A,1.157248448528879,1.1113533988295048,5.0,294.02229928267036,1.3248120574773004,standard,True,11.0
DESHPDHK0000lce9_2,V4,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V4,7,96411.81607749703,3495.9144826411966,93877.67504889762,100400.10231373378,76.9863798828125,0.0688867848884068,76.90683642578125,77.02628564453126,17.666666666666668,2.886751345948129,16.0,21.0,7.955793112737517,0.022955480731521382,7.932198238732026,7.978050737889335,TRY_B,0.8175215063148915,0.8617157968270192,5.0,294.5658139132884,1.0379203880565346,retrofit,False,11.0
DESHPDHK0000lce9_4,V4,8,234121.36543109477,3828.800925975911,231872.36777613714,238542.2598191443,84.46392220052083,0.029340123442339154,84.4304091796875,84.48497998046875,18.666666666666668,2.081665999466133,17.0,21.0,7.502843138008946,0.02810571201754842,7.472224074974276,7.527468558221008,TRY_B,1.0732195812969818,1.097904862363127,5.0,294.3277485562038,1.5074822679197077,standard,True,11.0
DESHPDHK0000lce9_8,V4,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V4,9,120518.54262833305,2793.1126475379538,118777.910924999,123740.26852864063,52.55398950195312,1.1880536377232036,51.8329921875,53.925227294921875,1990.0,22.516660498395403,1964.0,2003.0,4.130025612193556,0.01614068902065744,4.11701359404316,4.14808745874606,TRY_A,1.187003892973684,0.9303301432552608,5.0,294.16986718220073,1.7309759242710185,standard,True,11.0
DESHPDHK0000lce9_4,V4,11,232013.1678107664,3604.326035742679,229333.14568826978,236110.7642721663,79.22120507812501,0.05750178592230791,79.1555810546875,79.262767578125,4.333333333333333,1.1547005383792517,3.0,5.0,6.4311635206402755,0.010326647247708525,6.419368301947198,6.438575809941613,TRY_B,0.8757885436337143,0.8519686021341887,5.0,294.11782458525266,1.316099493250095,standard,True,11.0
DESHPDHK0000lce9_4,V4,12,248154.26780848476,3438.4012548239143,245742.0668915035,252091.4062090884,89.91595572916667,0.10924518550846074,89.79064453125,89.99115478515625,13.0,1.7320508075688772,12.0,15.0,6.179166381264671,0.007420576399952609,6.173965229425867,6.1876640724762995,TRY_B,0.9902819704903735,0.8907637396203537,5.0,294.6250130173052,1.1492705082649117,standard,True,11.0
DESHPDHK0000lce9_4,V4,13,104888.38847393806,2617.1202673251764,103050.40653878715,107884.8021953574,49.53345027669271,0.7969689072266822,49.04658251953125,50.45318237304687,1907.0,17.320508075688775,1887.0,1917.0,3.826248974178373,0.03253905392364547,3.8052889585848804,3.863734506224545,TRY_A,1.0679255978730042,0.9748607675489322,5.0,294.41331053736974,0.925296360898044,standard,True,11.0
DESHPDHK0000lce9_4,V4,14,88580.39959212054,2320.8332437376985,86994.39554333473,91244.15288623485,46.86557446289063,0.5386908702866623,46.53329321289063,47.48710473632813,1956.0,19.467922333931785,1934.0,1971.0,3.4907636877218953,0.03366236488217033,3.4600138703977517,3.526729646875849,TRY_A,1.133071278423135,1.0801060408008996,5.0,294.0836738213191,0.9687277729782862,standard,True,11.0
DESHPDHK0000lce9_4,V4,15,38886.43902311446,2499.520422240255,37038.355960023895,41730.38786625957,30.929068929036458,1.491804456490497,29.794690063476562,32.618919921875,2248.6666666666665,31.5647482697602,2216.0,2279.0,3.516515396176802,0.042439310952858134,3.46972739153591,3.55252910849575,TRY_A,0.9249466565528164,1.1329039205580804,5.0,293.7933835247956,1.0197474106288174,retrofit,False,11.0
DESHPDHK0000lce9_4,V4,16,207440.9598783241,3306.670133791079,204723.18395485645,211122.41923746868,73.95498160807291,0.08515538211531977,73.8571337890625,74.0123193359375,15.666666666666666,1.1547005383792515,15.0,17.0,5.82655658365607,0.017063291295928675,5.8091904189866685,5.843299948452083,TRY_B,1.1219057429987207,0.9549913516120698,5.0,293.7795466999801,0.8393237984710207,standard,True,11.0
DESHPDHK0000lce9_4,V4,17,238523.95683933378,3842.9971573942557,235522.65211594081,242855.29014733006,85.54951643880209,0.08145759915087891,85.45644091796875,85.6078037109375,8.0,2.0,6.0,10.0,6.904118449984679,0.03459693830983412,6.873332272353152,6.941559363875595,TRY_B,0.9153312415720977,1.0729982015899902,5.0,294.00382413415696,1.8559371822267299,standard,True,11.0
DESHPDHK0000lce9_4,V4,18,217845.0176302384,3054.9410530257965,215561.47749387013,221315.25246552957,75.01652734375,0.08050716381154456,74.9239267578125,75.06991650390626,2.6666666666666665,1.5275252316519468,1.0,4.0,5.765839216376484,0.0071893646458737435,5.760374729525282,5.7739836221796494,TRY_B,0.855900993443724,0.8799632809900434,5.0,294.1546509747472,0.8129223162871597,standard,True,11.0
DESHPDHK0000lce9_4,V4,19,43842.47602922077,2862.524940163807,41581.97538093817,47061.18311551811,31.866819051106773,1.4332773594522366,30.788741088867187,33.493329833984376,2119.6666666666665,28.041635710730745,2089.0,2144.0,3.639950040531265,0.037026675133691185,3.5989539872809457,3.6709584137196285,TRY_A,0.8029449079004023,1.1147697510008554,5.0,294.6235494851678,1.0958892754048333,retrofit,False,11.0
DESHPDHK0000lce9_8,V4,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V4,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V4,10,107845.80205117683,2739.3446334631003,105750.2236096133,110945.52262249733,49.446949055989585,0.8855567885710245,48.927461669921875,50.469457763671876,1827.6666666666667,17.097758137642867,1808.0,1839.0,3.9372368066436003,0.026915364970458468,3.912908217281313,3.966150031924155,TRY_A,0.9481838824139476,0.9878223245103231,5.0,294.28653069195923,1.598985319869216,standard,True,11.0
DESHPDHK0000lce9_2,V4,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V4,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V4,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V4,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V4,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_4,V5,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V5,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,0,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_3,V5,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,1,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,4,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_2,V5,2,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,5,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,6,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,3,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V5,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V5,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_8,V6,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_1,V6,7,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,19,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,18,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,17,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,16,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,15,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,14,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,13,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,12,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,11,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,10,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,9,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,8,,,,,,,,,,,,,,,,,,,,,,,,,
DESHPDHK0000lce9_7,V6,7,,,,,,,,,,,,,,,,,,,,,,,,,
