variant,annual_heating_kWh_p05,annual_heating_kWh_p50,annual_heating_kWh_p95,annual_heating_kWh_std_between_samples,annual_heating_kWh_mean_seed_std,annual_heating_kWh_n_samples,peak_heating_kW_p05,peak_heating_kW_p50,peak_heating_kW_p95,peak_heating_kW_std_between_samples,peak_heating_kW_mean_seed_std,peak_heating_kW_n_samples,overheating_hours_meanTair_gt_26C_p05,overheating_hours_meanTair_gt_26C_p50,overheating_hours_meanTair_gt_26C_p95,overheating_hours_meanTair_gt_26C_std_between_samples,overheating_hours_meanTair_gt_26C_mean_seed_std,overheating_hours_meanTair_gt_26C_n_samples,mean_interzone_spread_C_p05,mean_interzone_spread_C_p50,mean_interzone_spread_C_p95,mean_interzone_spread_C_std_between_samples,mean_interzone_spread_C_mean_seed_std,mean_interzone_spread_C_n_samples
V1,27880.65041947676,76995.90082080828,179876.98285668693,59079.38724226508,2095.663838894162,20,25.17292008463542,48.83788802083333,63.64076009114583,13.609116344334616,0.19444698593580464,20,7.316666666666666,991.1666666666667,2424.1333333333337,1093.3227689904672,12.178490072703298,20,0.0,0.0,0.0,0.0,0.0,20
V2,40567.69428983559,113870.25145076873,242154.95967962386,70791.95628577682,2478.118534675688,20,31.961733467610674,61.107262207031255,88.00881920572918,18.200390158736816,0.5470005101269642,20,9.583333333333332,894.1666666666666,2150.1833333333334,992.7222391747083,7.591661856914735,20,3.8557571672383637,5.424166319981035,7.6707415520915845,1.4407112859728055,0.0477615513158253,20
V3,42616.76956051635,112449.25132044277,236814.11665282908,70625.27751041949,2339.236810555107,20,31.599820981852215,63.41677697753906,85.65245995279949,18.351705302341916,0.38715508802118653,20,7.833333333333334,892.3333333333333,2164.616666666667,1003.1192070572927,7.893680524131443,20,4.1283656724914515,5.708104160057603,8.169148373931296,1.53880172375123,0.02170649950210469,20
V4,43594.674178915455,114182.17233975494,239005.47238779135,71174.39855675347,3063.527904214763,20,31.819931545003257,63.25448555501302,85.76783840332033,18.55348785741871,0.4458010964349972,20,4.25,885.1666666666667,2126.116666666667,999.8437895535342,11.294534327693302,20,3.490078869053924,5.065720902618445,7.525490636745375,1.4871370724326851,0.024186256658447022,20
V5,,,,,,0,,,,,,0,,,,,,0,,,,,,0
V6,,,,,,0,,,,,,0,,,,,,0,,,,,,0
V7,42262.408893384985,111913.2908151981,239775.90341433955,70842.16091635096,2387.023201526511,20,32.49586065063476,65.23935620117187,90.4523125,19.710664394354243,0.40218127048460345,20,4.916666666666667,909.1666666666667,2170.15,1022.2182762922823,7.222648827966088,20,1.853442974284325,2.9005433156492777,4.885591085778158,1.068498038979048,0.030344261638629754,20
V8,44228.15996752233,113628.29629059504,240878.17293760233,71943.68143968633,2340.455120231488,20,33.61989874674479,67.10674198404948,91.80027994791666,20.53103165165276,0.40633999096549855,20,7.833333333333334,892.1666666666666,2161.383333333333,1002.844241111163,7.957334319841816,20,3.296200285062023,3.8804882897029147,5.414544410039378,0.6837850525271553,0.022269150245757062,20
