building_id,n_gt_regions,n_pred_regions,zone_count_diff,false_negatives,false_positives,region_recall,region_precision,topology_correct,n_gt_core_apartment_edges,n_pred_core_apartment_edges,n_missing_core_apartment_edges,n_extra_core_apartment_edges,mean_iou_overall,mean_iou_matched,mean_area_error,mean_centroid_distance,mean_fragmentation,diagnosis
2540,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.6917362782873644,0.6917362782873644,10.459079765827516,0.7728964551068875,2.0,Moderate geometric match
2568,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.85204363,0.85204363,11.517491704307924,0.4013683384329333,1.6666666666666667,Good geometric match
2801,6,7,1,0,1,1.0,0.8571428571428571,1.0,4,4,0,0,0.8316601905338855,0.8316601905338855,14.696026385057545,0.7737352675048106,1.3333333333333333,Over-zoned
2896,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.9456372137156815,0.9456372137156815,5.594884651831788,0.06192489,1.0,Good geometric match
3002,4,4,0,0,0,1.0,1.0,1.0,3,3,0,0,0.6365458292078172,0.6365458292078172,48.268661492239005,0.8626993705472503,2.0,High area error / shifted zones
3039,4,3,-1,1,0,0.75,1.0,0.0,3,2,1,0,0.5984991331199179,0.7979988441598905,25.384474347588128,0.78867210338838,1.25,Under-zoned
3057,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.7921016872744776,0.7921016872744776,34.389401039259845,0.2271742395683038,1.6666666666666667,Good geometric match
3283,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.9564576720640972,0.9564576720640972,2.408233163328273,0.039563323,1.0,Good geometric match
3594,3,3,0,0,0,1.0,1.0,1.0,2,2,0,0,0.8350838843935865,0.8350838843935865,9.902738219,0.498812528,1.6666666666666667,Good geometric match
3616,4,3,-1,1,0,0.75,1.0,0.0,3,2,1,0,0.5694264804999241,0.7592353073332321,18.82167293879529,0.9598296083937796,1.5,Under-zoned
