,V2,V3,V5,V7
V2,0.0,-1.4208451660152157,4.578610371034968,-0.9064865022442211
V3,1.4413241505346979,0.0,6.08592713860628,0.5217722394122936
V5,-4.378151856092268,-5.736790263099391,0.0,-5.2449510027132575
V7,0.9147788490361186,-0.5190639080353565,5.535273379325089,0.0
