base_building_group,building_id,variant,sample_id,seed,annual_heating_kWh
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,10,1,97519.051169866
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,10,2,98988.05701852652
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,10,4,96214.30098613376
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,17,1,106289.10845779664
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,17,2,108537.79177930324
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,17,3,107833.79648424126
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,17,4,106071.99446511254
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,18,1,83837.63999442241
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,7,1,30527.812841291176
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,3,4,78507.37228977964
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,20,2,26660.16254351884
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,39,1,92007.85747891948
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,20,4,24891.67027966848
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,40,4,69814.12698013696
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,47,2,105782.17878912744
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,47,3,104835.22448190236
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,47,4,103653.18960491545
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,50,1,95725.27279931871
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,50,2,97628.18198745752
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,50,3,97234.26744868491
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,50,4,94841.45595480029
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,52,1,100583.9827292986
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,52,3,102820.36999873527
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,52,4,100960.92862375003
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,53,1,71659.27881425222
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,53,3,72972.07233435356
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,47,1,104378.6444742918
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,53,4,70862.82792330782
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,54,2,101509.13202295428
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,54,3,100931.921222353
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,54,4,98154.65476665212
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,55,1,35568.48107874286
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,55,2,35698.93816942335
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,55,3,35288.713064120995
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,55,4,34163.02245735333
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,30,3,100410.94585029173
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,59,1,88268.59465244129
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,44,2,82569.43078388492
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,30,4,98662.78364715232
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,44,3,82162.46506444592
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,54,1,99012.4317871111
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,44,4,80580.99014034124
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,53,2,73179.33310560895
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,52,2,102448.30232794868
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,44,1,81613.61329565317
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,32,4,90097.5929820241
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,34,1,73445.9656237401
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,34,2,75278.37379374332
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,34,3,74955.42588077635
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,34,4,72212.14987907046
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,35,2,28899.900524269367
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,35,3,29229.302842791625
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,35,4,27720.179828207245
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,36,1,33098.96427189022
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,36,2,34338.05970799203
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,32,1,91728.1018956756
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,35,1,27148.65292423011
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,40,3,71724.0987072919
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,32,3,92924.59438644268
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,32,2,92845.172469069
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,36,3,34379.01525633119
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,36,4,32567.59449607412
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,59,2,89482.65244436736
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,37,1,78969.81349514326
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,37,3,81080.33701948726
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,37,2,81274.40354954966
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,40,2,71707.91890010887
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,39,2,94238.82528655912
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,39,3,94315.47086588624
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,39,4,90668.70175420283
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,40,1,70688.94441051995
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,37,4,78767.29627810915
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,14,3,215389.086287722
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,13,4,235866.5073394092
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,14,1,219723.82048256692
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,14,2,216075.5391025952
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,13,3,233018.89384401936
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,37,1,92090.75960082968
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,15,3,74980.61099966601
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,15,4,77973.7461703047
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,16,1,220329.25252742472
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,15,2,76199.51293052417
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,14,4,217717.09804027455
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,15,1,79906.589925915
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,16,3,215462.00074611395
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,25,1,217012.35511270745
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,16,4,218488.02380686876
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,19,1,77002.71046723849
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,19,2,73091.11401177815
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,19,3,71513.7613442937
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,19,4,74537.94994058125
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,25,2,212232.9159576104
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,25,3,212673.8045382957
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,25,4,215127.5957343165
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,27,1,232798.2534632401
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,27,2,228584.609087784
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,27,3,228747.8060785028
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,27,4,231333.1690842748
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,16,2,216817.67390071903
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,13,2,233608.99269002432
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,12,3,234737.6205136143
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,12,2,235554.07727420528
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,1,4,214672.17761507613
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,4,1,248037.81426862217
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,4,2,244048.24620984148
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,4,3,243782.26618824416
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,4,4,246322.31056360883
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,5,1,243811.2474771217
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,5,2,239030.4949101845
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,5,3,239213.233471322
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,5,4,241724.53501973744
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,6,1,232605.16811272711
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,6,2,228622.5254259869
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,8,2,234467.54907494204
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,13,1,237632.4259392116
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,6,3,227144.67764984243
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,8,3,234806.8112557397
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,8,4,238137.31402041877
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,9,1,262182.9266374503
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,9,2,257440.7590205464
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,9,3,257200.8802140265
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,9,4,260065.50023850964
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,11,1,221884.27231154373
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,11,2,217361.08169948525
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,11,3,216394.9398408775
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,11,4,219074.24945343437
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,12,1,239754.28050026865
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,12,4,237905.89678006992
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,6,4,230168.6054421732
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,8,1,239658.0405330034
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,51,4,220777.96337403503
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,58,4,59890.22859101346
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,46,4,257002.4450812677
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,48,1,206075.49122427325
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,48,2,202050.1584236898
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,48,3,201149.15440481415
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,48,4,203352.90701708413
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,49,1,253132.95546973124
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,49,2,249643.32342961777
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,49,3,247752.36388146156
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,49,4,251429.8997616296
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,51,1,223039.1844261238
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,51,2,219006.3075900443
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,46,2,254618.3673914604
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,46,3,254040.27483234488
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,51,3,218177.06243381623
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,56,2,204854.5949379524
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,56,3,204795.249628243
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,56,4,207171.53550877213
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,57,1,219457.01020843876
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,57,2,215964.20207366388
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,57,3,214843.39345472012
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,57,4,217971.8454010621
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,58,1,62605.07868059543
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,58,2,58431.28858300681
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,58,3,59495.21919252395
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,1,2,212541.8874041546
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,29,2,204975.9374016928
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,56,1,209212.30726495248
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,46,1,258838.8384334737
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,45,4,66990.97989738977
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,45,3,64882.94448660353
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,31,1,77391.55917592645
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,31,2,73156.08615756434
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,31,3,72671.12655192781
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,31,4,75365.04408298394
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,33,1,94091.07883703565
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,33,2,89189.2510553701
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,33,3,90301.06544147256
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,33,4,93007.11493173112
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,38,1,233069.74516578089
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,38,2,229617.1782392703
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,38,3,229125.014680048
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,38,4,231590.95629398292
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,29,4,206885.4473936376
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,41,1,226769.81029174256
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,41,3,221936.2890714288
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,41,4,225106.0537438884
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,42,1,211790.30745720305
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,42,2,208551.15990899832
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,42,3,207582.3968555448
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,42,4,210092.9513655337
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,43,1,211452.2553335232
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,43,2,207596.52339854903
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,43,3,207403.1992052635
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,43,4,209806.06425093155
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,45,1,68517.94693310019
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,45,2,64001.37580692663
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,41,2,222438.23496607324
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,1,3,212706.29863590677
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,29,3,204637.6787543609
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,20,3,31571.019353004514
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,30,3,105526.21075551462
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,20,2,32187.0170620299
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,21,1,105711.6297001512
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,21,2,101682.01984206332
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,21,3,102244.79190483676
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,21,4,104414.62904252078
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,22,1,39277.6859780128
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,22,2,36070.569127085
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,22,3,35079.30413268609
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,22,4,37627.59373541481
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,23,1,114476.95978550092
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,23,2,110981.90993900578
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,23,3,110164.31003429412
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,20,4,33284.43269285366
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,59,4,93490.66110413124
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,23,4,112491.91061593137
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,24,3,35805.8573878486
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,24,4,36334.65464542806
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,26,1,96440.78094505638
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,26,2,93113.9276872938
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,26,3,92804.82915070988
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,26,4,94708.93571403935
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,28,1,58793.8004612537
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,28,2,54940.00214186955
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,28,3,55070.4263836894
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,28,4,57887.93505757169
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,30,1,107941.18649263991
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,20,1,35020.484153563455
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,24,1,38472.93029151333
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,18,4,89240.415831293
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,18,3,87719.54477756744
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,1,1,217298.65134791893
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,2,4,76737.24031855853
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,3,3,86074.58588667065
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,3,2,86374.99525259229
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,3,1,89770.87841849368
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,2,3,75035.27719760528
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,0,1,89512.09551697201
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,2,1,78276.79660760236
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,0,4,87696.4223793724
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,0,3,85602.62651985693
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,0,2,86479.18125729643
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,3,4,87647.64517984093
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,7,2,36617.91332097784
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,2,2,75074.57736482294
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,10,4,103288.50902108902
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,7,3,35916.23509719326
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,7,4,38135.667302139474
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,10,1,105274.66254859848
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,10,2,102051.60601836366
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,10,3,101229.25329280096
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,17,1,114602.92670254456
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,17,2,111348.52282391505
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,17,3,110502.60496444172
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,17,4,113191.50030387077
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,18,1,91032.04638681193
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,18,2,88226.80825109266
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,7,1,39859.92086095826
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,24,2,36553.32385855609
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,30,2,104545.72811090888
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,37,2,88802.11835565098
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,47,1,110425.41621432004
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,47,2,105995.51560241151
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,47,3,106420.013697993
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,47,4,108847.35007497652
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,50,1,100758.99651986928
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,50,2,97069.0626072084
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,50,3,95695.08120610088
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,50,4,98492.3453687515
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,52,1,106745.51428194415
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,52,2,102982.1597216696
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,52,3,103246.52072109056
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,53,1,80480.33895260881
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,32,1,90986.62874698758
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,44,4,93372.60492301856
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,53,4,78719.31737524101
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,54,1,103885.00700594096
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,54,2,100162.4619436778
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,54,3,99978.578546931
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,54,4,101108.19924861768
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,55,1,42003.2528968294
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,55,2,38505.11927377248
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,55,3,37959.36162825196
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,55,4,41164.88440889193
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,59,1,95221.09033085663
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,59,2,91934.799071623
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,30,4,106808.07272362836
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,53,2,77054.74250104756
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,53,3,77090.92139502648
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,44,3,90574.66639875564
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,52,4,104859.63730098424
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,44,2,91682.18109473724
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,32,3,87740.25895180658
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,32,4,88618.52030209711
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,34,1,72010.31456434903
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,34,2,69628.68929855949
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,34,3,69189.14458780497
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,34,4,70490.16303387358
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,35,1,32500.96502622221
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,35,2,29903.105036149227
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,35,3,29342.410689203796
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,35,4,31120.878141447956
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,36,1,39534.925578479386
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,44,1,94597.77504604073
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,36,2,37129.42196114644
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,32,2,87879.1451535554
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,40,4,71385.04989022242
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,36,4,38546.084359788416
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,40,3,69752.19904774112
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,40,2,69600.13340602588
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,40,1,72753.35635774184
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,39,3,109472.34972268814
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,39,4,110186.75801396644
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,39,1,112965.03456434896
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,37,4,89940.81472563038
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,37,3,88865.57128795239
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,59,3,91510.55469969708
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,36,3,36278.134861089886
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,29,1,209029.54258789824
DESHPDHK0000lce9,DESHPDHK0000lce9_7,V7,39,2,110311.95150396854
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,0,1,69209.79453681182
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,13,1,187077.28986709213
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,13,2,183210.96405233385
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,13,3,182858.21451300525
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,13,4,184643.4753050957
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,14,1,177766.66996497344
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,14,2,173929.01736805725
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,14,3,173559.0593365872
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,14,4,175140.06094155883
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,15,1,51048.68780176353
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,15,2,47378.67923703456
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,15,3,46985.43517382908
DESHPDHK0000lce9,DESHPDHK0000lce9_1,,15,4,48122.45478839064
