base_building_group,building_id,variant,sample_id,seed,annual_heating_kWh
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,57,1,220787.79583686183
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,56,4,209053.3096560884
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,56,3,206733.15609666935
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,56,2,206843.5228915027
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,46,3,250158.822942721
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,1,3,215346.30080111464
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,45,3,65787.73975620564
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,29,3,204351.9681264677
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,31,1,78758.077531692
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,31,2,74560.57576830691
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,31,3,74052.7953299029
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,31,4,76729.00981347368
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,33,1,94605.75206701735
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,33,2,89749.8699662657
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,33,3,90812.18105904116
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,33,4,93439.67346497402
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,38,1,230056.066992806
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,38,2,226671.6011884322
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,38,3,226174.97528917587
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,41,1,228729.69267794784
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,38,4,228520.89507010207
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,29,4,206486.50364137656
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,41,4,227078.7552637211
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,42,1,211869.0529157695
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,42,2,208679.1119958018
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,42,3,207697.95683717576
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,42,4,210143.32918394392
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,43,1,207393.19253902583
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,43,2,203650.8932071923
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,43,3,203448.918114147
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,43,4,205750.05133882663
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,45,1,69414.27309817247
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,29,1,208661.25040147937
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,29,2,204722.0707425112
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,41,2,224523.53048466408
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,1,1,219840.9208082444
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,57,3,216252.05404465093
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,59,3,93092.75810661558
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,21,2,101275.27727299248
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,21,3,101795.34068860218
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,21,4,103974.64436722438
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,22,1,39215.83699275491
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,22,2,36074.98878738767
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,22,3,35105.08398817438
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,22,4,37568.6191863424
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,23,1,115584.93419037244
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,23,2,112138.7921668689
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,23,3,111354.2702643298
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,20,3,31943.86842747545
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,23,4,113615.13197175972
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,39,2,109224.38776957332
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,24,2,37213.09567304023
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,24,4,36972.58827288682
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,26,1,98981.8705862449
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,26,2,95704.11919936271
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,26,3,95383.66836640712
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,26,4,97268.84023793992
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,28,1,58941.94410253748
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,28,2,55125.229169714985
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,28,3,55293.181324653095
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,28,4,58001.985709945446
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,30,1,107614.29008784091
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,24,1,39147.38057863854
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,20,2,32538.349427461315
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,24,3,36513.77416916402
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,20,1,35320.54019559796
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,21,1,105255.38366330552
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,0,1,90550.99793667844
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,3,4,89153.63959745609
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,3,3,87605.90790263817
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,3,2,87903.08188449143
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,3,1,91252.47549370216
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,2,4,78703.52101838916
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,2,1,80227.58420200198
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,2,2,77065.29082876988
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,0,4,88681.72211715912
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,0,3,86692.47687683535
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,0,2,87527.14223186734
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,7,1,39838.58655380786
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,2,3,76997.92559210458
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,7,2,36643.25831125337
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,20,4,33607.3600902542
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,7,4,38122.02035190247
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,10,1,107049.93285041732
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,10,2,103865.12829507416
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,10,3,103082.94519923266
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,10,4,105154.66654554
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,17,1,113323.78509774542
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,17,2,110169.677390086
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,17,3,109319.76914155977
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,17,4,111904.08438378372
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,18,1,90822.13212286992
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,18,2,88038.02957228867
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,18,3,87582.68218646159
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,7,3,35968.755775512866
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,18,4,89036.98911942414
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,30,3,105234.53310226342
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,30,2,104275.40228879314
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,32,1,90068.94482975388
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,47,2,106876.43211825458
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,47,3,107244.05327995484
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,47,4,109667.36379797805
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,50,1,100305.084066131
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,50,2,96632.6863435415
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,50,3,95282.83598508424
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,50,4,98034.72534867367
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,52,1,108135.29893699654
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,52,2,104413.05421753858
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,30,4,106484.73879628304
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,52,4,106283.47509335
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,44,4,92385.14898993351
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,47,1,111231.76417914972
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,53,3,77808.19095094422
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,54,1,104895.98774289303
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,54,2,101225.88875929832
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,54,3,101051.9984017244
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,54,4,102103.17585449448
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,55,1,42382.77243778542
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,55,2,38948.97761220551
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,55,3,38392.33818852708
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,55,4,41512.95616207815
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,59,1,96760.90413848626
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,59,2,93504.46530563166
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,53,1,81161.35821953436
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,53,2,77774.69634956388
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,53,4,79388.29032934726
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,44,3,89727.33421199658
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,52,3,104659.67501470391
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,59,4,95042.52936119634
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,44,1,93632.06003992648
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,32,4,87714.28412590153
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,34,1,73562.01185137563
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,34,2,71182.48432689632
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,34,3,70770.2605581289
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,34,4,72069.80923649065
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,35,1,32736.949699492638
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,35,2,30206.715765857563
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,35,3,29660.19702848585
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,35,4,31380.540696842963
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,36,1,39590.23517781519
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,36,2,37232.92434492773
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,44,2,90787.83884487822
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,32,2,87045.64791523787
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,32,3,86899.58587460533
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,36,4,38588.63609276869
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,36,3,36413.78837766841
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,37,1,92255.90751830448
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,37,2,89045.28118501502
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,37,3,89132.01732475405
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,39,1,111858.37243792263
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,37,4,90166.33103844288
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,39,3,108425.3948869244
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,39,4,109108.33160801209
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,40,1,74098.94158915048
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,40,2,70983.55659641128
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,40,3,71129.71083017641
DESHPDHK0000lce9,DESHPDHK0000lce9_3,V3,40,4,72723.71830722564
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,13,1,226276.04175833848
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,15,4,58314.95964230544
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,14,1,215384.13782373
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,15,3,60905.32886738803
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,13,2,229139.7404436821
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,15,1,59174.08072676117
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,13,3,229273.60496632903
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,14,2,218484.26894283228
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,14,3,218448.355813609
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,14,4,214772.95162903448
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,27,2,217226.5743096112
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,13,4,225938.50653177025
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,16,2,213286.12184419404
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,25,1,192801.1103068962
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,16,4,210099.0225931034
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,19,1,63071.21283692239
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,19,2,65333.18618022869
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,19,3,65407.660050548206
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,19,4,62314.592918604205
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,25,2,196511.798264135
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,25,3,195739.28030050773
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,25,4,192707.7763317449
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,27,1,214157.04604797615
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,12,4,229903.21709705787
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,16,1,210257.06141892725
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,12,2,233277.00079792272
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,16,3,213528.26923797236
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,15,2,61607.04192709024
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,1,4,214329.5854126408
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,1,2,217980.02194377035
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,4,1,231378.5866994619
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,4,2,234325.0909304078
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,4,3,234010.97216026584
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,4,4,230757.5972956876
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,5,1,210687.2975730076
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,5,2,214081.1567545852
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,5,3,213260.28032762132
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,5,4,210388.2080503784
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,6,1,209061.87979911905
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,6,2,213052.37706073333
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,58,4,53893.20473106237
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,6,3,212506.98673647983
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,12,3,233069.53763865284
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,8,1,213283.9247737743
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,8,3,214836.19095693427
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,8,4,213014.3550460079
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,9,1,231088.31032287783
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,9,2,234905.8852670706
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,9,3,234038.96109914052
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,9,4,230840.6426873321
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,11,1,209861.25679577532
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,11,2,213476.86532008665
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,11,3,212975.1443139141
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,11,4,209413.16924681465
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,6,4,208992.6236907096
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,12,1,229826.33863640597
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,8,2,216260.1969979747
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,27,3,216789.6539365125
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,57,3,213400.9217112
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,29,4,187263.75114370268
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,48,1,195709.43988098323
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,48,2,199235.1352288696
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,48,3,198729.0868557885
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,48,4,194944.6757787449
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,49,1,220780.7061537007
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,49,2,223767.67697045655
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,49,3,223667.95275802404
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,49,4,219795.97987669683
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,51,1,203588.77761479223
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,51,2,206665.1091678216
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,46,2,242674.51412395897
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,51,3,206244.9049024965
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,46,4,239457.4087555387
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,46,3,242005.7994617921
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,56,1,198578.5329295981
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,1,1,214047.89912998184
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,58,3,57082.83537360055
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,58,2,58092.87003647583
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,57,4,209977.6761271375
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,58,1,53967.63660824319
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,57,2,213234.78526600968
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,57,1,210161.791970296
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,56,4,198087.7485088208
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,56,3,201137.8870030676
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,56,2,201533.59865365573
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,1,3,217027.9700615276
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,51,4,202811.165354471
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,45,4,59351.56496363571
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,46,1,239233.0374813862
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,38,3,230894.8310095127
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,31,1,68575.34199669288
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,31,2,70982.73915652873
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,31,3,70222.48718615004
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,31,4,67505.6539615328
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,33,1,78861.19126662915
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,33,2,81017.84398184177
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,33,3,81047.76041813269
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,33,4,78590.69732223779
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,38,1,228021.8930089212
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,38,2,231379.22008463752
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,38,4,227886.22146686388
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,29,3,190585.11687063583
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,41,1,217449.15531339985
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,41,3,219928.3877023069
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,41,4,216973.7360936289
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,42,1,207618.40828362192
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,42,2,211252.1945887345
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,42,3,210854.9063841904
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,42,4,207537.5776335224
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,43,1,191949.4805896961
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,43,2,194639.69293026344
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,43,3,194392.41288620164
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,43,4,191127.7605456155
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,45,2,61676.32172717602
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,45,1,59418.2165816671
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,41,2,220123.20653418792
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,45,3,61188.37996239183
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,29,2,191099.969349118
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,29,1,187955.55164151796
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,27,4,213876.4874730801
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,59,4,87416.03516528856
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,21,1,98915.05118934464
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,21,2,100352.90303887957
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,21,3,100087.25746442696
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,21,4,98466.44394945235
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,22,1,30741.113252711588
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,22,2,32001.385463205024
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,22,3,31536.46933700904
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,22,4,29554.085972635672
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,23,1,101696.8187959064
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,23,2,102783.15210784548
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,20,1,25660.982940434813
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,18,4,83177.03314218236
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,30,2,100715.81007666956
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,23,3,102586.70959660444
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,24,3,35807.882526558344
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,24,4,33166.78747389036
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,26,1,88632.76160154706
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,26,2,90010.34617396495
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,26,3,90186.71287780257
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,26,4,87919.37690487006
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,28,1,47851.36622971174
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,28,2,49126.01054243516
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,28,3,49067.13320796816
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,28,4,47339.952870777066
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,23,4,100240.76611048398
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,24,1,33717.21072910216
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,24,2,34725.44357630092
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,30,1,99147.68858772791
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,20,3,26321.1375636832
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,18,2,85322.6680839676
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,2,3,73784.03068651362
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,3,2,81265.59232546018
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,3,1,79598.92283299027
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,2,4,71920.87215500654
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,2,2,74086.54038908108
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,59,3,89640.20823202703
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,0,4,85827.29210508007
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,0,3,88508.15511881972
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,0,2,88579.30608990416
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,0,1,86573.20219152869
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,3,3,81053.63043129058
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,2,1,72675.00742126045
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,18,3,85620.58524754617
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,10,3,98728.41526275354
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,7,2,31332.49440080195
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,7,3,31260.965248217817
DESHPDHK0000lce9,DESHPDHK0000lce9_5,V5,7,4,29801.40207061428
