,V2,V3,V5,V7
V2,0.0,-5.75885203450707,10.153093271167114,-5.1325700720118475
V3,6.110761762596222,0.0,16.884286375098547,0.6645525611854178
V5,-9.217256610463899,-14.445300475133532,0.0,-13.876744528226542
V7,5.410255211833895,-0.660165415011896,16.112656740866687,0.0
