base_building_group,building_id,variant,sample_id,seed,peak_heating_kW
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,17,3,91.45653857421875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,8,3,89.2818115234375
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,8,2,89.43206494140625
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,11,2,84.40858154296875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,9,3,53.18480725097656
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,9,1,54.89963391113281
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,19,3,32.531890502929684
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,5,1,51.763591552734376
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,6,1,51.542982421875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,5,3,50.765716796875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,5,2,50.58160888671875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,4,3,51.78322888183594
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,18,2,81.67514697265625
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,4,1,52.037578125
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,2,3,46.304836547851565
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,2,2,46.266436157226565
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,2,1,47.0648037109375
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,6,2,50.39639147949219
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,4,2,51.74861376953125
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,6,3,50.227465698242185
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,15,3,32.13023828125
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,9,2,53.12615966796875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,10,2,50.426207275390624
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,10,3,50.40113916015625
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,13,1,51.581122314453125
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,13,2,50.41991088867187
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,13,3,50.45469421386719
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,14,1,49.17760327148437
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,14,2,48.34227685546875
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,14,3,48.28736694335937
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,15,1,34.443881591796874
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,15,2,32.49821166992187
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,19,1,35.146833251953126
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,10,1,51.74579345703125
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,18,3,81.66993408203125
