base_building_group,building_id,variant,sample_id,seed,overheating_hours_any_zone_gt_26C
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,13,1,2441.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,13,2,2422.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,13,3,2492.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,14,1,2536.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,14,2,2505.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,14,3,2582.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,15,1,2785.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,15,2,2751.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,19,1,2630.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,10,1,2336.0
DESHPDHK0000lce9,DESHPDHK0000lce9_8,V8,18,3,73.0
