,V1,V2,V3,V4,V7,V8
V1,0.0,-89.92805755395683,-92.50133904659882,-93.18071115440819,-89.03680501174628,-92.7946474523932
V2,892.8571428571429,0.0,-25.54900910551688,-32.294203604481254,8.848864526233358,-28.461142563046838
V3,1233.5714285714287,34.31654676258994,0.0,-9.059912323429124,46.2020360219264,-3.911477097272256
V4,1366.4285714285716,47.69784172661871,9.96250669523299,0.0,60.767423649177765,5.66134843026248
V7,812.1428571428572,-8.129496402877697,-31.601499732190685,-37.798343886994644,0.0,-34.27689140504375
V8,1287.857142857143,39.78417266187051,4.070701660417779,-5.35801266439357,52.153484729835554,0.0
