,V1,V2,V3,V4,V7,V8
V1,0.0,-27.678808703194115,-25.68003460033862,-25.782999467225913,-29.646624050453713,-30.68272225637584
V2,38.27205858598261,0.0,2.7637460985017936,2.6213744574364144,-2.720938789826757,-4.153573108127712
V3,34.553345742617395,-2.6894174292290485,0.0,-0.1385426733362877,-5.337178817003551,-6.731283618251002
V4,34.74001816583815,-2.5544137089331858,0.13873488034837225,0.0,-5.205848465300927,-6.60188737617632
V7,42.139589821126286,2.797044663031974,5.6380939742816665,5.491740134828197,0.0,-1.4727057400417551
V8,44.26417663119791,4.333571154210582,7.21708615641267,7.068544738978305,1.4947185458641654,0.0
