,V1,V2,V3,V4,V7,V8
V1,0.0,-16.269165247018737,-23.203125,-21.01245480112495,-22.99255777516647,-23.263075722092115
V2,19.430315361139368,0.0,-8.28125,-5.6649256729610284,-8.029768899334117,-8.352849336455893
V3,30.213631739572737,9.028960817717206,0.0,2.8525512253917236,0.27418723070896983,-0.078064012490242
V4,26.602238046795524,6.005110732538331,-2.7734375,0.0,-2.506854680767724,-2.849336455893833
V7,29.857578840284845,8.730834752981261,-0.2734375,2.571313780634793,0.0,-0.351288056206089
V8,30.31536113936928,9.114139693356048,0.078125,2.932904781036561,0.35252643948296125,0.0
