,V2,V3,V5,V7
V2,0.0,0.33928703050525993,6.787097560467234,-0.39498381777144975
V3,-0.33813976613378716,0.0,6.42600791851521,-0.7317879865475582
V5,-6.355728094046286,-6.038005224658305,0.0,-6.7256078143447
V7,0.3965501266008754,0.7371826002551443,7.2105619310366675,0.0
