variant,building_id,weather_key,trajectory_id,seed,param,param_index,kpi,dx_unit,elementary_effect
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_spread_K,3,heat_demand_kWh,-0.19999999999999996,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_spread_K,3,cool_demand_kWh,-0.19999999999999996,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_spread_K,3,peak_heat_kW,-0.19999999999999996,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_spread_K,3,peak_cool_kW,-0.19999999999999996,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,gains_scale,1,heat_demand_kWh,-0.2,-6760.761131571489
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,gains_scale,1,cool_demand_kWh,-0.2,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,gains_scale,1,peak_heat_kW,-0.2,-0.4976367187499875
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,gains_scale,1,peak_cool_kW,-0.2,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_mean_C,2,heat_demand_kWh,-0.2,22939.672297149227
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_mean_C,2,cool_demand_kWh,-0.2,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_mean_C,2,peak_heat_kW,-0.2,2.47441406250001
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,tset_mean_C,2,peak_cool_kW,-0.2,-0.0
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,gWin,7,heat_demand_kWh,0.19999999999999996,-10493.031216665988
V1,DESHPDHK0000lce9_1,TRY_C,5,1500,gWin,7,cool_demand_kWh,0.19999999999999996,0.0
