overall_json,variant,variant_base,building_id,weather_key,trajectory_id,point_id,changed_param,changed_dim,seed,x_unit_0,x_unit_1,x_unit_2,x_unit_3,x_unit_4,x_unit_5,x_unit_6,x_unit_7,x_unit_8,x_unit_9,heat_demand_kWh,cool_demand_kWh,peak_heat_kW,peak_cool_kW,x_unit_10,x_unit_11
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_02/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,2,gains_scale,1.0,1500,0.6000000000000001,0.0,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.8,0.2,0.8,201115.28687958143,0.0,60.62771875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_03/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,3,tset_mean_C,2.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.8,0.2,0.8,196527.35242015158,0.0,60.1328359375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_04/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,4,gWin,7.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,1.0,0.2,0.8,194428.7461768184,0.0,60.104953125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_05/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,5,shadingFactor,6.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.2,0.6000000000000001,0.8,1.0,0.2,0.8,191030.23238456537,0.0,60.10494140625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_06/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,6,UWin,8.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.2,0.6000000000000001,0.8,1.0,0.4,0.8,191083.57807440186,0.0,60.10566015625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_07/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,7,hConWin,9.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.2,0.6000000000000001,0.8,1.0,0.4,1.0,191710.5497241516,0.0,60.3327109375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_08/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,8,yoc_shift,4.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.4,0.6000000000000001,0.8,1.0,0.4,1.0,176921.4374303551,0.0,56.87160546875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_09/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,9,baseACH,5.0,1500,0.6000000000000001,0.0,0.0,0.6000000000000001,0.4,0.4000000000000001,0.8,1.0,0.4,1.0,169246.62084498975,0.0,54.16688671875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_10/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,10,wwr_factor,0.0,1500,0.8,0.0,0.0,0.6000000000000001,0.4,0.4000000000000001,0.8,1.0,0.4,1.0,168272.49612981032,0.0,54.52991796875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_05/point_11/seed_1500/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,5,11,hConWin,9.0,1500,0.4000000000000001,0.2,0.4000000000000001,0.0,0.2,0.0,0.2,0.0,1.0,1.0,194608.23792790598,0.0,52.75441015625,0.0,1.0,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_00/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,0,,,1600,0.4,0.4,0.4,0.6000000000000001,0.8,0.2,0.2,0.4,0.4,0.4,170885.51629204943,0.0,51.83591796875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_01/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,1,UWin,8.0,1600,0.4,0.4,0.4,0.6000000000000001,0.8,0.2,0.2,0.4,0.2,0.4,170853.6657816925,0.0,51.83591796875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_02/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,2,baseACH,5.0,1600,0.4,0.4,0.4,0.6000000000000001,0.8,0.0,0.2,0.4,0.2,0.4,162891.82251954929,0.0,50.1804765625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_03/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,3,wwr_factor,0.0,1600,0.2,0.4,0.4,0.6000000000000001,0.8,0.0,0.2,0.4,0.2,0.4,162708.37143074512,0.0,50.0075234375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_04/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,4,gWin,7.0,1600,0.2,0.4,0.4,0.6000000000000001,0.8,0.0,0.2,0.2,0.2,0.4,164433.53810482408,0.0,50.0075234375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_05/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,5,tset_spread_K,3.0,1600,0.2,0.4,0.4,0.4000000000000001,0.8,0.0,0.2,0.2,0.2,0.4,164433.53810482408,0.0,50.0075234375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_06/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,6,yoc_shift,4.0,1600,0.2,0.4,0.4,0.4000000000000001,0.6000000000000001,0.0,0.2,0.2,0.2,0.4,173004.28493369103,0.0,50.38434375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_07/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,7,tset_mean_C,2.0,1600,0.2,0.4,0.2,0.4000000000000001,0.6000000000000001,0.0,0.2,0.2,0.2,0.4,169085.09244960212,0.0,48.6705859375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_08/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,8,hConWin,9.0,1600,0.2,0.4,0.2,0.4000000000000001,0.6000000000000001,0.0,0.2,0.2,0.2,0.2,168464.11089061547,0.0,48.481125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_09/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,9,shadingFactor,6.0,1600,0.2,0.4,0.2,0.4000000000000001,0.6000000000000001,0.0,0.4,0.2,0.2,0.2,166106.25817153932,0.0,48.481125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_10/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,10,gains_scale,1.0,1600,0.2,0.6000000000000001,0.2,0.4000000000000001,0.6000000000000001,0.0,0.4,0.2,0.2,0.2,165283.6484738159,0.0,48.4484921875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_06/point_11/seed_1600/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,6,11,gains_scale,1.0,1600,1.0,0.2,0.0,0.8,0.4,0.2,0.0,0.6000000000000001,0.4,0.6000000000000001,174580.51935277556,0.0,50.97360546875,0.0,0.6000000000000001,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_00/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,0,,,1700,0.8,0.2,0.2,0.8,0.8,0.8,0.2,0.6000000000000001,0.6000000000000001,0.4,194253.44185944414,0.0,58.90237109375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_01/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,1,yoc_shift,4.0,1700,0.8,0.2,0.2,0.8,1.0,0.8,0.2,0.6000000000000001,0.6000000000000001,0.4,194253.44185944414,0.0,58.90237109375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_02/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,2,wwr_factor,0.0,1700,0.6000000000000001,0.2,0.2,0.8,1.0,0.8,0.2,0.6000000000000001,0.6000000000000001,0.4,194441.6234280175,0.0,58.499578125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_03/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,3,gains_scale,1.0,1700,0.6000000000000001,0.0,0.2,0.8,1.0,0.8,0.2,0.6000000000000001,0.6000000000000001,0.4,195664.68535585786,0.0,58.6093984375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_04/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,4,UWin,8.0,1700,0.6000000000000001,0.0,0.2,0.8,1.0,0.8,0.2,0.6000000000000001,0.8,0.4,195701.43928276826,0.0,58.6097578125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_05/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,5,hConWin,9.0,1700,0.6000000000000001,0.0,0.2,0.8,1.0,0.8,0.2,0.6000000000000001,0.8,0.2,194987.14454039765,0.0,58.3470234375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_06/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,6,gWin,7.0,1700,0.6000000000000001,0.0,0.2,0.8,1.0,0.8,0.2,0.4000000000000001,0.8,0.2,196914.53118355272,0.0,58.38576953125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_07/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,7,baseACH,5.0,1700,0.6000000000000001,0.0,0.2,0.8,1.0,1.0,0.2,0.4000000000000001,0.8,0.2,204753.12175588225,0.0,61.10650390625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_08/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,8,shadingFactor,6.0,1700,0.6000000000000001,0.0,0.2,0.8,1.0,1.0,0.0,0.4000000000000001,0.8,0.2,208192.74275958253,0.0,61.1065390625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_09/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,9,tset_mean_C,2.0,1700,0.6000000000000001,0.0,0.0,0.8,1.0,1.0,0.0,0.4000000000000001,0.8,0.2,203618.86402838514,0.0,60.6395,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_07/point_10/seed_1700/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,7,10,tset_spread_K,3.0,1700,0.6000000000000001,0.0,0.0,0.6000000000000001,1.0,1.0,0.0,0.4000000000000001,0.8,0.2,203618.86402838514,0.0,60.6395,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_00/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,0,,,1800,0.4,0.8,0.4,0.6000000000000001,0.8,0.4,0.8,0.8,0.6000000000000001,0.2,160108.0434380097,0.0,52.7265703125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_01/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,1,gWin,7.0,1800,0.4,0.8,0.4,0.6000000000000001,0.8,0.4,0.8,1.0,0.6000000000000001,0.2,157745.43230032347,0.0,52.7265703125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_02/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,2,gains_scale,1.0,1800,0.4,0.6000000000000001,0.4,0.6000000000000001,0.8,0.4,0.8,1.0,0.6000000000000001,0.2,159247.01795324328,0.0,52.7670859375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_03/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,3,tset_spread_K,3.0,1800,0.4,0.6000000000000001,0.4,0.8,0.8,0.4,0.8,1.0,0.6000000000000001,0.2,159247.01795324328,0.0,52.7670859375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_04/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,4,hConWin,9.0,1800,0.4,0.6000000000000001,0.4,0.8,0.8,0.4,0.8,1.0,0.6000000000000001,0.0,158558.82596557427,0.0,52.50655078125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_05/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,5,wwr_factor,0.0,1800,0.6000000000000001,0.6000000000000001,0.4,0.8,0.8,0.4,0.8,1.0,0.6000000000000001,0.0,157565.21916177747,0.0,52.64564453125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_06/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,6,yoc_shift,4.0,1800,0.6000000000000001,0.6000000000000001,0.4,0.8,1.0,0.4,0.8,1.0,0.6000000000000001,0.0,157565.21916177747,0.0,52.64564453125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_07/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,7,tset_mean_C,2.0,1800,0.6000000000000001,0.6000000000000001,0.2,0.8,1.0,0.4,0.8,1.0,0.6000000000000001,0.0,153891.25159630086,0.0,52.08840234375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_08/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,8,shadingFactor,6.0,1800,0.6000000000000001,0.6000000000000001,0.2,0.8,1.0,0.4,1.0,1.0,0.6000000000000001,0.0,150369.56384519482,0.0,52.08825,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_09/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,9,baseACH,5.0,1800,0.6000000000000001,0.6000000000000001,0.2,0.8,1.0,0.2,1.0,1.0,0.6000000000000001,0.0,142680.07049990463,0.0,49.4882734375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_08/point_10/seed_1800/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,8,10,UWin,8.0,1800,0.6000000000000001,0.6000000000000001,0.2,0.8,1.0,0.2,1.0,1.0,0.4000000000000001,0.0,142619.8622095375,0.0,49.48735546875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_00/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,0,,,1900,0.8,0.2,0.6000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.2,0.8,0.8,183311.66798205188,0.0,54.39480078125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_01/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,1,gains_scale,1.0,1900,0.8,0.4,0.6000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.2,0.8,0.8,181940.15172789764,0.0,54.36161328125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_02/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,2,hConWin,9.0,1900,0.8,0.4,0.6000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.2,0.8,0.6000000000000001,181302.2622170539,0.0,54.14962109375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_03/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,3,UWin,8.0,1900,0.8,0.4,0.6000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,181264.4505263252,0.0,54.14962109375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_04/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,4,tset_mean_C,2.0,1900,0.8,0.4,0.4000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,177090.22757749367,0.0,52.39830078125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_05/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,5,gWin,7.0,1900,0.8,0.4,0.4000000000000001,0.8,0.6000000000000001,0.2,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,179467.5176923771,0.0,52.39830078125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_06/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,6,yoc_shift,4.0,1900,0.8,0.4,0.4000000000000001,0.8,0.4000000000000001,0.2,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,179467.5176923771,0.0,52.39830078125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_07/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,7,baseACH,5.0,1900,0.8,0.4,0.4000000000000001,0.8,0.4000000000000001,0.4,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,187445.9329986782,0.0,54.32342578125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_08/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,8,shadingFactor,6.0,1900,0.8,0.4,0.4000000000000001,0.8,0.4000000000000001,0.4,0.8,0.0,0.6000000000000001,0.6000000000000001,184977.00117848968,0.0,54.3234140625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_09/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,9,wwr_factor,0.0,1900,1.0,0.4,0.4000000000000001,0.8,0.4000000000000001,0.4,0.8,0.0,0.6000000000000001,0.6000000000000001,184653.93342533495,0.0,54.65697265625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_09/point_10/seed_1900/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,9,10,tset_spread_K,3.0,1900,1.0,0.4,0.4000000000000001,1.0,0.4000000000000001,0.4,0.8,0.0,0.6000000000000001,0.6000000000000001,184653.93342533495,0.0,54.65697265625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_00/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,0,,,2000,0.2,0.6000000000000001,0.4,0.6000000000000001,0.4,0.6000000000000001,0.2,0.6000000000000001,0.4,0.2,195817.74393457983,0.0,55.97312109375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_01/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,1,wwr_factor,0.0,2000,0.4,0.6000000000000001,0.4,0.6000000000000001,0.4,0.6000000000000001,0.2,0.6000000000000001,0.4,0.2,195832.9678414898,0.0,56.393234375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_02/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,2,UWin,8.0,2000,0.4,0.6000000000000001,0.4,0.6000000000000001,0.4,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.2,195862.8897389641,0.0,56.39373828125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_03/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,3,tset_mean_C,2.0,2000,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.2,200333.85107781983,0.0,56.8424609375,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_04/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,4,shadingFactor,6.0,2000,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.2,197306.11473251917,0.0,56.84244921875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_05/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,5,gWin,7.0,2000,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4000000000000001,0.6000000000000001,0.2,199136.2684235201,0.0,56.86898828125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_06/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,6,tset_spread_K,3.0,2000,0.4,0.6000000000000001,0.6000000000000001,0.8,0.4,0.6000000000000001,0.4,0.4000000000000001,0.6000000000000001,0.2,199136.2684235201,0.0,56.86898828125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_07/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,7,baseACH,5.0,2000,0.4,0.6000000000000001,0.6000000000000001,0.8,0.4,0.8,0.4,0.4000000000000001,0.6000000000000001,0.2,207257.645872715,0.0,59.6244921875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_08/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,8,gains_scale,1.0,2000,0.4,0.4000000000000001,0.6000000000000001,0.8,0.4,0.8,0.4,0.4000000000000001,0.6000000000000001,0.2,208535.52151663208,0.0,59.69664453125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_09/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,9,yoc_shift,4.0,2000,0.4,0.4000000000000001,0.6000000000000001,0.8,0.2,0.8,0.4,0.4000000000000001,0.6000000000000001,0.2,224014.4829390602,0.0,63.16648828125,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_10/point_10/seed_2000/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,10,10,hConWin,9.0,2000,0.4,0.4000000000000001,0.6000000000000001,0.8,0.2,0.8,0.4,0.4000000000000001,0.6000000000000001,0.0,223244.909872036,0.0,62.9094765625,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_11/point_00/seed_2100/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,11,0,,,2100,0.6000000000000001,0.2,0.8,0.8,0.4,0.2,0.6000000000000001,0.6000000000000001,0.8,0.2,182545.51697466662,0.0,55.374546875,0.0,,
/home/waiz_kv/mza_sensitivity_analysis/results/sa_step3_morris/V1/DESHPDHK0000lce9_1/TRY_C/traj_11/point_01/seed_2100/overall.json,V1,V1,DESHPDHK0000lce9_1,TRY_C,11,1,yoc_shift,4.0,2100,0.6000000000000001,0.2,0.8,0.8,0.2,0.2,0.6000000000000001,0.6000000000000001,0.8,0.2,198331.2210126953,0.0,56.20773828125,0.0,,
