,V1,V2,V3,V4,V7,V8
V1,0.0,-37545.671664375244,-36027.7701146215,-36311.77267344699,-35840.90879598055,-39044.04366117419
V2,37545.671664375244,0.0,1764.0361177902814,446.4640669829387,1884.675399293239,-1533.5939467830685
V3,36027.7701146215,-1764.0361177902814,0.0,-1461.2223372090739,335.8975015140786,-2806.2873772843814
V4,36311.77267344699,-446.4640669829387,1461.2223372090739,0.0,1724.599120720406,-1252.9027826497186
V7,35840.90879598055,-1884.675399293239,-335.8975015140786,-1724.599120720406,0.0,-2495.9427844260354
V8,39044.04366117419,1533.5939467830685,2806.2873772843814,1252.9027826497186,2495.9427844260354,0.0
