,Weather: Munich vs Napoli,Retrofit: retrofit vs standard,YoC class: high vs low,WWR: high vs low,Gains: high vs low,Mean setpoint: high vs low,Setpoint spread: high vs low,Total P95–P05 spread,Napoli P95–P05 spread,Munich P95–P05 spread,Standard P95–P05 spread,Retrofit P95–P05 spread,Seed variability,Variant vs 1Z,Variant vs 11Z/A
V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.140960693359403
V2,5.6659698486328125,-2.7674865722656232,-2.7524261474609357,-0.77630615234375,2.8050384521484375,4.243118286132811,0.3510131835938086,7.38242492675781,2.7621749877929673,3.233393859863277,7.296414184570313,8.935470581054688,0.00564206568882147,13.1878662109375,0.04690551757809658
V3,5.025482177734375,-2.7333679199218732,-2.7042236328125,-0.1295013427734375,2.9864349365234393,4.2016448974609375,0.47541809082036757,7.510209655761717,2.605883789062446,3.2407028198241665,7.123179626464854,7.438385009765627,0.005012428265548256,13.140960693359403,0.0
V4,5.066070556640625,-3.5008697509765643,-2.7313690185546875,-0.1115264892578125,3.5931243896484393,3.7618560791015607,1.7487792968750568,6.8488159179687464,2.3631057739257795,1.9138931274414066,6.943803405761768,6.841026306152342,0.005784634185311606,12.005126953125,-1.1358337402344034
V5,5.137283325195314,-2.58209228515625,-2.5155792236328125,-0.2778167724609357,3.1345825195312784,3.168777465820284,-0.4030303955078125,8.410270690917969,2.4744689941406257,3.4485229492187486,7.12030792236329,6.600639343261717,0.007565178727354511,13.13653564453125,-0.004425048828153422
V6,4.006912231445341,-2.5953674316406232,-0.2511138916015909,0.02290344238284092,1.9053649902343448,0.8732147216797159,-0.2784576416015625,5.424468994140627,3.4638183593749456,2.2247085571289062,5.444369506835939,5.339324951171877,0.06761839450859422,12.264495849609403,-0.87646484375
V7,-0.61712646484375,-0.464630126953125,-0.099395751953125,-0.0555877685546875,0.3050994873047159,-0.2718658447265625,0.6319122314453125,2.337963867187497,2.647802734374997,1.8491729736328102,2.400167846679687,2.3639144897460653,0.3287858920674295,5.1611480712890625,-7.979812622070341
V8,-0.7074432373046875,1.1286163330078125,0.001434326171875,0.1872100830078125,0.555145263671875,0.7942047119140341,0.5301666259765625,2.3339050292968757,2.0432479858398436,2.3360229492187496,2.239410400390625,0.9913558959960938,0.30808670020090917,5.976898193359347,-7.164062500000057
V1_20HH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.140960693359403
V2_20HH,5.671051025390625,-2.785202026367216,-2.774658203125,-0.765716552734375,2.8163299560546875,4.248016357421902,0.3395690917969336,7.368896484375,2.7505722045898438,3.2383300781249993,7.292572021484384,8.636207580566408,0.008611371329321767,13.1361083984375,-0.004852294921903422
