base_building_group,variant,sample_id,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_meanTair_gt_26C_mean,overheating_hours_meanTair_gt_26C_std,overheating_hours_meanTair_gt_26C_min,overheating_hours_meanTair_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max,building_id,weather_key,wwr_factor,gains_scale,sa_tabula_year_class,sa_tset_mean_K,sa_tset_spread_K,sa_retrofit_state,sa_retrofit_is_standard,n_zones
DESHPDHK0000lce9,V7,7,37632.43414531721,1750.1935468477466,35916.23509719326,39859.920860958264,33.93172970581055,0.7605081196762628,33.1412705078125,34.904349609375,2486.0,27.202941017470888,2449.0,2513.0,2.5255835770118353,0.08964337169421953,2.3916881758523663,2.576749253226748,DESHPDHK0000lce9_7,TRY_A,1.1122916124087872,0.983566310215336,5,294.5658139132884,1.0379203880565346,retrofit,False,10
DESHPDHK0000lce9,V7,15,77265.11500660247,2147.402634019236,74980.61099966601,79906.589925915,74.9798924560547,0.17369313848236395,74.72389794921875,75.0941474609375,86.75,10.843584893075413,73.0,99.0,2.602734441531873,0.06979712870346398,2.5020502685017405,2.6612806734926093,DESHPDHK0000lce9_7,TRY_B,0.9634114574898545,1.1413612293072664,5,293.7933835247956,1.0197474106288174,retrofit,False,10
DESHPDHK0000lce9,V7,14,217226.38597828968,1930.2932519169233,215389.086287722,219723.82048256695,78.82837915039062,0.1695250137651699,78.588185546875,78.95505810546875,6.5,1.2909944487358056,5.0,8.0,2.080559212273494,0.019669261399706806,2.0539707253069412,2.0965588468079925,DESHPDHK0000lce9_7,TRY_B,0.974686955692945,0.8858338691278117,5,294.0836738213191,0.9687277729782862,standard,True,10
DESHPDHK0000lce9,V7,27,230365.9594284504,2052.8986084828616,228584.609087784,232798.25346324014,83.77751098632812,0.1601129401420451,83.53896337890625,83.87207861328125,17.25,1.2583057392117913,16.0,19.0,2.8953497026380566,0.035093396852499965,2.8438933814120286,2.9208084174370526,DESHPDHK0000lce9_7,TRY_B,1.0521130372475553,0.9447250442213562,5,294.05300310542407,0.8628765821611922,standard,True,10
DESHPDHK0000lce9,V7,26,94267.11837427485,1672.1393549609054,92804.82915070989,96440.78094505638,47.916850708007814,0.8304361686227317,47.2287470703125,48.95770654296875,1897.5,18.046236911518886,1876.0,1920.0,2.5583126415143407,0.1468804981181904,2.3430724860788854,2.6675070327325123,DESHPDHK0000lce9_7,TRY_A,0.952408490438593,0.9206048356591506,5,294.0960293233723,0.8168933013769959,standard,True,10
DESHPDHK0000lce9,V7,25,214261.6678357325,2232.581141159909,212232.9159576104,217012.35511270742,83.06675561523437,0.16134473511515937,82.8355966796875,83.1960546875,49.75,4.573474244670748,44.0,55.0,3.6196673623694506,0.023853288184972423,3.588631225767072,3.645585599058283,DESHPDHK0000lce9_7,TRY_B,1.0785281500310944,0.9784625102296123,6,293.9776415177212,1.7293596643846005,standard,True,10
DESHPDHK0000lce9,V7,23,112028.77259368305,1895.631768650778,110164.31003429413,114476.95978550093,51.690251098632814,0.8424181068644742,50.970587890625,52.69877490234375,1893.75,17.613914953808536,1871.0,1914.0,3.088515924463098,0.10275758308659594,2.941556016381862,3.1811453700950074,DESHPDHK0000lce9_7,TRY_A,0.984750892100555,0.8645087116134408,5,294.481968998694,0.9080218563373833,standard,True,10
DESHPDHK0000lce9,V7,22,37013.78824329968,1837.922850284995,35079.30413268609,39277.6859780128,31.883405364990235,0.6144419892354038,30.988290771484376,32.36686157226563,2343.5,26.53927906581743,2310.0,2373.0,2.2029139946862566,0.12157074274307983,2.026882830418323,2.3009957194995048,DESHPDHK0000lce9_7,TRY_A,0.8360191443102567,1.0889437402385802,6,294.40685103497736,1.5086745914513409,retrofit,False,10
DESHPDHK0000lce9,V7,24,36791.69154583652,1163.9207575682992,35805.8573878486,38472.93029151333,30.750941802978517,1.00133304708685,29.764544921875,31.80473291015625,2340.0,16.24807680927191,2320.0,2356.0,3.3282185556572585,0.036197915951500056,3.280277648863076,3.3617180853779307,DESHPDHK0000lce9_7,TRY_A,1.0004179100413455,0.8609248410852675,5,294.2312698826204,1.4893507179380625,retrofit,False,10
DESHPDHK0000lce9,V7,20,33015.73831536288,1512.7452242200054,31571.019353004514,35020.484153563455,30.15884558105469,1.2809748359000837,28.941810791015627,31.489276611328126,2348.0,17.14642819948219,2328.0,2369.0,2.0783005170035125,0.09833387526156541,1.9400211330309753,2.1593821220454554,DESHPDHK0000lce9_7,TRY_A,0.9625547445760282,1.1256081538664138,5,294.02812205897544,0.7451380379995027,retrofit,False,10
