variant,building_id,base_building_group,weather_key,sample_id,seed,run_dir,year,n_timesteps,dt_hours,n_zones,wwr_factor,gains_scale,weather_key_meta,sa_tabula_year_class,sa_tset_mean_K,sa_tset_spread_K,sa_retrofit_state,sa_retrofit_is_standard,annual_heating_kWh,peak_heating_kW,annual_cooling_kWh,peak_cooling_kW,mean_tair_C,max_tair_C,mean_tsetheat_C,overheating_hours_meanTair_gt_26C,underheating_hours_meanTair_below_meanTset,mean_interzone_spread_C,max_interzone_spread_C,overheating_hours_any_zone_gt_26C
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,50,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0050\seed_1,2021,8761,1.0,1,0.9962827977418084,1.175130581989993,TRY_A,5,294.2670894498206,1.499831765013579,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,50,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0050\seed_2,2021,8761,1.0,1,0.9962827977418084,1.175130581989993,TRY_A,5,294.2670894498206,1.499831765013579,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,50,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0050\seed_3,2021,8761,1.0,1,0.9962827977418084,1.175130581989993,TRY_A,5,294.2670894498206,1.499831765013579,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,50,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0050\seed_4,2021,8761,1.0,1,0.9962827977418084,1.175130581989993,TRY_A,5,294.2670894498206,1.499831765013579,standard,True,69528.38573846869,39.3840546875,0.0,0.0,22.547618923180746,35.20028076171877,19.999993896484394,1824.0,1755.0,0.0,0.0,1824.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,52,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0052\seed_1,2021,8761,1.0,1,0.9067902652367574,0.9326275989370209,TRY_A,5,294.3908715587036,1.6524004375023162,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,52,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0052\seed_2,2021,8761,1.0,1,0.9067902652367574,0.9326275989370209,TRY_A,5,294.3908715587036,1.6524004375023162,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,52,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0052\seed_3,2021,8761,1.0,1,0.9067902652367574,0.9326275989370209,TRY_A,5,294.3908715587036,1.6524004375023162,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,44,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0044\seed_3,2021,8761,1.0,1,1.0350578288710848,0.8682371874147545,TRY_A,5,293.7780052002691,1.4675831588133978,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,52,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0052\seed_4,2021,8761,1.0,1,0.9067902652367574,0.9326275989370209,TRY_A,5,294.3908715587036,1.6524004375023162,standard,True,69528.38573846869,39.3840546875,0.0,0.0,22.547618923180746,35.20028076171877,19.999993896484394,1824.0,1755.0,0.0,0.0,1824.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,53,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0053\seed_2,2021,8761,1.0,1,1.008268960988615,0.9755645841220186,TRY_A,6,293.86012059585823,0.683351289718084,standard,True,59186.28658980751,36.12969140625,0.0,0.0,22.85274376400585,35.2983337402344,19.999993896484394,2056.0,1566.0,0.0,0.0,2056.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,53,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0053\seed_3,2021,8761,1.0,1,1.008268960988615,0.9755645841220186,TRY_A,6,293.86012059585823,0.683351289718084,standard,True,59899.13688011694,36.6257578125,0.0,0.0,22.84730355722451,35.29119262695315,19.999993896484394,2048.0,1537.0,0.0,0.0,2048.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,53,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0053\seed_4,2021,8761,1.0,1,1.008268960988615,0.9755645841220186,TRY_A,6,293.86012059585823,0.683351289718084,standard,True,60821.02830770874,37.12941015625,0.0,0.0,22.832798086618585,35.3288513183594,19.999993896484394,2041.0,1571.0,0.0,0.0,2041.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,54,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0054\seed_1,2021,8761,1.0,1,0.8086448319521322,1.1305167696777432,TRY_A,5,294.60312175440515,0.980570098587097,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,54,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0054\seed_2,2021,8761,1.0,1,0.8086448319521322,1.1305167696777432,TRY_A,5,294.60312175440515,0.980570098587097,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,54,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0054\seed_3,2021,8761,1.0,1,0.8086448319521322,1.1305167696777432,TRY_A,5,294.60312175440515,0.980570098587097,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,54,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0054\seed_4,2021,8761,1.0,1,0.8086448319521322,1.1305167696777432,TRY_A,5,294.60312175440515,0.980570098587097,standard,True,69528.38573846869,39.3840546875,0.0,0.0,22.547618923180746,35.20028076171877,19.999993896484394,1824.0,1755.0,0.0,0.0,1824.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,55,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0055\seed_1,2021,8761,1.0,1,1.1584643087359066,0.8560996355994444,TRY_A,5,294.3923298602891,1.4978451236156414,retrofit,False,24710.905392326356,23.030142578125,0.0,0.0,23.18600485045922,35.2143493652344,19.999993896484394,2318.0,1068.0,0.0,0.0,2318.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,55,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0055\seed_2,2021,8761,1.0,1,1.1584643087359066,0.8560996355994444,TRY_A,5,294.3923298602891,1.4978451236156414,retrofit,False,24501.150691089868,23.023458984375,0.0,0.0,23.18543811384886,35.23015747070315,19.999993896484394,2303.0,1080.0,0.0,0.0,2303.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,55,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0055\seed_3,2021,8761,1.0,1,1.1584643087359066,0.8560996355994444,TRY_A,5,294.3923298602891,1.4978451236156414,retrofit,False,25179.349011016846,23.02698828125,0.0,0.0,23.174264263374724,35.2224060058594,19.999993896484394,2296.0,1064.0,0.0,0.0,2296.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,55,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0055\seed_4,2021,8761,1.0,1,1.1584643087359066,0.8560996355994444,TRY_A,5,294.3923298602891,1.4978451236156414,retrofit,False,26010.254801003455,23.845109375,0.0,0.0,23.14785449895914,35.2625671386719,19.999993896484394,2284.0,1094.0,0.0,0.0,2284.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,59,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0059\seed_1,2021,8761,1.0,1,1.1074589967670627,0.8430963783823586,TRY_A,5,294.33108738581615,0.6377921581658856,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,53,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0053\seed_1,2021,8761,1.0,1,1.008268960988615,0.9755645841220186,TRY_A,6,293.86012059585823,0.683351289718084,standard,True,59433.73733720445,35.6366015625,0.0,0.0,22.855673218121794,35.2852722167969,19.999993896484394,2058.0,1541.0,0.0,0.0,2058.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,44,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0044\seed_2,2021,8761,1.0,1,1.0350578288710848,0.8682371874147545,TRY_A,5,293.7780052002691,1.4675831588133978,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,59,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0059\seed_2,2021,8761,1.0,1,1.1074589967670627,0.8430963783823586,TRY_A,5,294.33108738581615,0.6377921581658856,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,40,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0040\seed_4,2021,8761,1.0,1,1.059938640621928,0.8337777284559557,TRY_A,6,293.786005139177,0.8465225711742266,standard,True,60821.02830770874,37.12941015625,0.0,0.0,22.832798086618585,35.3288513183594,19.999993896484394,2041.0,1571.0,0.0,0.0,2041.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,44,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0044\seed_1,2021,8761,1.0,1,1.0350578288710848,0.8682371874147545,TRY_A,5,293.7780052002691,1.4675831588133978,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,32,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0032\seed_3,2021,8761,1.0,1,1.0867560756635983,0.9797446008575155,TRY_A,5,294.5612988226346,1.7354011315259665,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,32,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0032\seed_4,2021,8761,1.0,1,1.0867560756635983,0.9797446008575155,TRY_A,5,294.5612988226346,1.7354011315259665,standard,True,69528.38573846869,39.3840546875,0.0,0.0,22.547618923180746,35.20028076171877,19.999993896484394,1824.0,1755.0,0.0,0.0,1824.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,34,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0034\seed_1,2021,8761,1.0,1,1.1610409586175368,0.9823105159334444,TRY_A,5,293.8394095036339,1.3958737912952404,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,34,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0034\seed_2,2021,8761,1.0,1,1.1610409586175368,0.9823105159334444,TRY_A,5,293.8394095036339,1.3958737912952404,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,34,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0034\seed_3,2021,8761,1.0,1,1.1610409586175368,0.9823105159334444,TRY_A,5,293.8394095036339,1.3958737912952404,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,34,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0034\seed_4,2021,8761,1.0,1,1.1610409586175368,0.9823105159334444,TRY_A,5,293.8394095036339,1.3958737912952404,standard,True,69528.38573846869,39.3840546875,0.0,0.0,22.547618923180746,35.20028076171877,19.999993896484394,1824.0,1755.0,0.0,0.0,1824.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,35,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0035\seed_1,2021,8761,1.0,1,0.8809453459180921,0.922382649660261,TRY_A,5,293.9065569746838,1.6220802053354992,retrofit,False,24710.905392326356,23.030142578125,0.0,0.0,23.18600485045922,35.2143493652344,19.999993896484394,2318.0,1068.0,0.0,0.0,2318.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,35,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0035\seed_2,2021,8761,1.0,1,0.8809453459180921,0.922382649660261,TRY_A,5,293.9065569746838,1.6220802053354992,retrofit,False,24501.150691089868,23.023458984375,0.0,0.0,23.18543811384886,35.23015747070315,19.999993896484394,2303.0,1080.0,0.0,0.0,2303.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,35,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0035\seed_3,2021,8761,1.0,1,0.8809453459180921,0.922382649660261,TRY_A,5,293.9065569746838,1.6220802053354992,retrofit,False,25179.349011016846,23.02698828125,0.0,0.0,23.174264263374724,35.2224060058594,19.999993896484394,2296.0,1064.0,0.0,0.0,2296.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,35,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0035\seed_4,2021,8761,1.0,1,0.8809453459180921,0.922382649660261,TRY_A,5,293.9065569746838,1.6220802053354992,retrofit,False,26010.254801003455,23.845109375,0.0,0.0,23.14785449895914,35.2625671386719,19.999993896484394,2284.0,1094.0,0.0,0.0,2284.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,36,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0036\seed_1,2021,8761,1.0,1,1.0316878275767585,0.8707091131756928,TRY_A,5,294.20859467932024,0.8407844925535242,retrofit,False,24710.905392326356,23.030142578125,0.0,0.0,23.18600485045922,35.2143493652344,19.999993896484394,2318.0,1068.0,0.0,0.0,2318.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,36,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0036\seed_2,2021,8761,1.0,1,1.0316878275767585,0.8707091131756928,TRY_A,5,294.20859467932024,0.8407844925535242,retrofit,False,24501.150691089868,23.023458984375,0.0,0.0,23.18543811384886,35.23015747070315,19.999993896484394,2303.0,1080.0,0.0,0.0,2303.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,32,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0032\seed_2,2021,8761,1.0,1,1.0867560756635983,0.9797446008575155,TRY_A,5,294.5612988226346,1.7354011315259665,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,36,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0036\seed_4,2021,8761,1.0,1,1.0316878275767585,0.8707091131756928,TRY_A,5,294.20859467932024,0.8407844925535242,retrofit,False,26010.254801003455,23.845109375,0.0,0.0,23.14785449895914,35.2625671386719,19.999993896484394,2284.0,1094.0,0.0,0.0,2284.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,36,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0036\seed_3,2021,8761,1.0,1,1.0316878275767585,0.8707091131756928,TRY_A,5,294.20859467932024,0.8407844925535242,retrofit,False,25179.349011016846,23.02698828125,0.0,0.0,23.174264263374724,35.2224060058594,19.999993896484394,2296.0,1064.0,0.0,0.0,2296.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,40,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0040\seed_3,2021,8761,1.0,1,1.059938640621928,0.8337777284559557,TRY_A,6,293.786005139177,0.8465225711742266,standard,True,59899.13688011694,36.6257578125,0.0,0.0,22.84730355722451,35.29119262695315,19.999993896484394,2048.0,1537.0,0.0,0.0,2048.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,40,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0040\seed_2,2021,8761,1.0,1,1.059938640621928,0.8337777284559557,TRY_A,6,293.786005139177,0.8465225711742266,standard,True,59186.28658980751,36.12969140625,0.0,0.0,22.85274376400585,35.2983337402344,19.999993896484394,2056.0,1566.0,0.0,0.0,2056.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,40,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0040\seed_1,2021,8761,1.0,1,1.059938640621928,0.8337777284559557,TRY_A,6,293.786005139177,0.8465225711742266,standard,True,59433.73733720445,35.6366015625,0.0,0.0,22.855673218121794,35.2852722167969,19.999993896484394,2058.0,1541.0,0.0,0.0,2058.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,39,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0039\seed_3,2021,8761,1.0,1,1.0509235362809772,1.0336391875650943,TRY_A,4,293.9558759809219,1.986826882421659,standard,True,75150.54315758895,41.4204453125,0.0,0.0,22.460568034922414,35.03878173828127,19.999993896484394,1745.0,1792.0,0.0,0.0,1745.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,39,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0039\seed_4,2021,8761,1.0,1,1.0509235362809772,1.0336391875650943,TRY_A,4,293.9558759809219,1.986826882421659,standard,True,76171.19406222725,41.9342734375,0.0,0.0,22.451712165364903,35.08706054687502,19.999993896484394,1732.0,1821.0,0.0,0.0,1732.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,39,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0039\seed_1,2021,8761,1.0,1,1.0509235362809772,1.0336391875650943,TRY_A,4,293.9558759809219,1.986826882421659,standard,True,74695.41563579178,40.42769921875,0.0,0.0,22.467353456965505,35.0327087402344,19.999993896484394,1745.0,1813.0,0.0,0.0,1745.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,37,4,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0037\seed_4,2021,8761,1.0,1,1.1426457136369501,1.103407811934084,TRY_A,5,294.21065557499986,1.0875438674967421,standard,True,69528.38573846869,39.3840546875,0.0,0.0,22.547618923180746,35.20028076171877,19.999993896484394,1824.0,1755.0,0.0,0.0,1824.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,37,3,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0037\seed_3,2021,8761,1.0,1,1.1426457136369501,1.103407811934084,TRY_A,5,294.21065557499986,1.0875438674967421,standard,True,68525.22093867684,38.85741796875,0.0,0.0,22.557582088627665,35.15728149414065,19.999993896484394,1830.0,1733.0,0.0,0.0,1830.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,37,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0037\seed_2,2021,8761,1.0,1,1.1426457136369501,1.103407811934084,TRY_A,5,294.21065557499986,1.0875438674967421,standard,True,67800.13258237744,38.331390625,0.0,0.0,22.56184925139871,35.16481933593752,19.999993896484394,1838.0,1749.0,0.0,0.0,1838.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,37,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0037\seed_1,2021,8761,1.0,1,1.1426457136369501,1.103407811934084,TRY_A,5,294.21065557499986,1.0875438674967421,standard,True,68070.7384625845,37.8298125,0.0,0.0,22.565111831649386,35.14986572265627,19.999993896484394,1840.0,1742.0,0.0,0.0,1840.0
V1_20HH,DESHPDHK0000lce9_1,DESHPDHK0000lce9,TRY_A,39,2,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V1_20HH\DESHPDHK0000lce9_1\TRY_A\sample_0039\seed_2,2021,8761,1.0,1,1.0509235362809772,1.0336391875650943,TRY_A,4,293.9558759809219,1.986826882421659,standard,True,74427.58157644344,40.92451171875,0.0,0.0,22.46424420655776,35.0462585449219,19.999993896484394,1743.0,1821.0,0.0,0.0,1743.0
V2,DESHPDHK0000lce9_2,DESHPDHK0000lce9,TRY_B,15,1,C:\WF\Thomas Sharon\Floorplan_Dataset\Sensitivity Analysis\results\sa_results\V2\DESHPDHK0000lce9_2\TRY_B\sample_0015\seed_1,2021,8761,1.0,6,0.9634114574898545,1.1413612293072664,TRY_B,5,293.7933835247956,1.0197474106288174,retrofit,False,82727.27445158557,73.688517578125,0.0,0.0,21.734711406322752,28.211793632412935,18.049619803152492,109.0,0.0,7.596984936431477,16.3292236328125,281.0
